"","country","year","infant_mortality","life_expectancy","fertility","population","gdpPercap"
"1002","Cote d'Ivoire",1973,146.1,48.02,7.94,6021405,927
"1003","Cote d'Ivoire",1974,140.7,48.85,7.93,6307936,923
"1004","Cote d'Ivoire",1975,135.1,49.63,7.92,6606395,954
"1005","Cote d'Ivoire",1976,129.7,50.37,7.88,6916302,1029
"1006","Cote d'Ivoire",1977,124.7,51.06,7.84,7237451,1055
"1007","Cote d'Ivoire",1978,120.2,51.7,7.77,7569558,1119
"1008","Cote d'Ivoire",1979,116.6,52.31,7.7,7912390,1096
"1009","Cote d'Ivoire",1980,113.7,52.87,7.6,8265549,934
"1010","Cote d'Ivoire",1981,111.4,53.38,7.5,8629121,926
"1011","Cote d'Ivoire",1982,109.5,53.87,7.38,9002400,890
"1012","Cote d'Ivoire",1983,108,54.31,7.26,9383289,820
"1013","Cote d'Ivoire",1984,106.9,54.69,7.14,9769105,767
"1014","Cote d'Ivoire",1985,106.1,55.02,7.01,10158033,770
"1015","Cote d'Ivoire",1986,105.5,55.26,6.88,10548148,766
"1016","Cote d'Ivoire",1987,105.2,55.43,6.75,10939987,736
"1017","Cote d'Ivoire",1988,104.9,55.5,6.62,11337122,718
"1018","Cote d'Ivoire",1989,104.9,55.46,6.49,11744698,714
"1019","Cote d'Ivoire",1990,104.9,55.3,6.36,12165909,682
"1020","Cote d'Ivoire",1991,104.8,54.9,6.23,12600967,658
"1021","Cote d'Ivoire",1992,104.7,54.4,6.11,13046907,634
"1022","Cote d'Ivoire",1993,104.7,53.7,6.01,13499696,612
"1023","Cote d'Ivoire",1994,104.6,53.2,5.9,13953779,597
"1024","Cote d'Ivoire",1995,104.4,52.5,5.81,14404340,619
"1025","Cote d'Ivoire",1996,104,52.3,5.72,14852193,647
"1026","Cote d'Ivoire",1997,103.3,52.3,5.63,15296390,664
"1027","Cote d'Ivoire",1998,102.3,52.2,5.55,15728482,677
"1028","Cote d'Ivoire",1999,101,52.2,5.46,16137824,670
"1029","Cote d'Ivoire",2000,99.5,52,5.38,16517948,630
"1030","Cote d'Ivoire",2001,97.7,52.1,5.29,16865376,617
"1031","Cote d'Ivoire",2002,95.7,52.3,5.21,17185421,597
"1032","Cote d'Ivoire",2003,93.6,52.6,5.13,17491539,577
"1033","Cote d'Ivoire",2004,91.4,52.8,5.06,17802516,577
"1034","Cote d'Ivoire",2005,88.9,53.4,5,18132702,574
"1035","Cote d'Ivoire",2006,86.7,54.1,4.96,18486392,567
"1036","Cote d'Ivoire",2007,84.1,54.9,4.93,18862172,565
"1037","Cote d'Ivoire",2008,81.3,55.4,4.91,19261647,566
"1038","Cote d'Ivoire",2009,79,56,4.91,19684909,575
"1039","Cote d'Ivoire",2010,76.9,56.6,4.91,20131707,576
"1040","Cote d'Ivoire",2011,75,57,4.91,20604172,536
"1041","Denmark",1960,21.3,72.28,2.54,4580708,11387
"1042","Denmark",1961,20.8,72.55,2.55,4613769,12027
"1043","Denmark",1962,20.2,72.43,2.54,4649179,12612
"1044","Denmark",1963,19.5,72.52,2.64,4686155,12592
"1045","Denmark",1964,18.7,72.61,2.6,4723496,13651
"1046","Denmark",1965,17.8,72.49,2.61,4760262,14162
"1047","Denmark",1966,17,72.57,2.62,4796157,14441
"1048","Denmark",1967,16.1,73.06,2.35,4831242,14827
"1049","Denmark",1968,15.2,73.27,2.12,4865343,15308
"1050","Denmark",1969,14.6,73.36,2,4898350,16167
"1051","Denmark",1970,13.9,73.49,1.95,4930118,16388
"1052","Denmark",1971,13.3,73.55,2.04,4960476,16777
"1053","Denmark",1972,12.5,73.59,2.03,4989146,17377
"1054","Denmark",1973,11.6,73.83,1.92,5015766,17934
"1055","Denmark",1974,10.9,73.96,1.9,5039920,17703
"1056","Denmark",1975,10.3,74.24,1.92,5061289,17413
"1057","Denmark",1976,9.7,73.91,1.75,5079962,18406
"1058","Denmark",1977,9.2,74.82,1.66,5095956,18711
"1059","Denmark",1978,8.8,74.59,1.67,5108836,19088
"1060","Denmark",1979,8.6,74.41,1.6,5118065,19807
"1061","Denmark",1980,8.3,74.3,1.55,5123435,19689
"1062","Denmark",1981,8,74.44,1.44,5124807,19510
"1063","Denmark",1982,8,74.78,1.43,5122810,20242
"1064","Denmark",1983,8,74.65,1.38,5118966,20794
"1065","Denmark",1984,8,74.81,1.4,5115308,21676
"1066","Denmark",1985,8,74.68,1.45,5113408,22557
"1067","Denmark",1986,8,74.86,1.48,5113767,23672
"1068","Denmark",1987,8,74.97,1.5,5116351,23728
"1069","Denmark",1988,7.9,75.06,1.56,5121511,23671
"1070","Denmark",1989,7.7,75.1,1.62,5129472,23769
"1071","Denmark",1990,7.3,75.1,1.67,5140332,24100
"1072","Denmark",1991,6.9,75.4,1.68,5154309,24347
"1073","Denmark",1992,6.5,75.4,1.76,5171304,24747
"1074","Denmark",1993,6.1,75.4,1.75,5190631,24633
"1075","Denmark",1994,5.7,75.4,1.81,5211321,25890
"1076","Denmark",1995,5.4,75.6,1.81,5232582,26576
"1077","Denmark",1996,5.1,75.9,1.75,5254383,27216
"1078","Denmark",1997,5,76.2,1.75,5276683,27967
"1079","Denmark",1998,4.8,76.7,1.72,5298680,28453
"1080","Denmark",1999,4.7,76.3,1.74,5319410,29068
"1081","Denmark",2000,4.6,77.1,1.77,5338283,29987
"1082","Denmark",2001,4.5,77.2,1.75,5354704,30106
"1083","Denmark",2002,4.5,77.2,1.72,5369058,30165
"1084","Denmark",2003,4.4,77.6,1.76,5382953,30203
"1085","Denmark",2004,4.2,77.8,1.78,5398645,30807
"1086","Denmark",2005,4.1,78.3,1.8,5417692,31449
"1087","Denmark",2006,3.9,78.3,1.85,5440696,32379
"1088","Denmark",2007,3.7,78.4,1.85,5466988,32734
"1089","Denmark",2008,3.6,78.9,1.89,5495302,32310
"1090","Denmark",2009,3.5,79.1,1.84,5523755,30268
"1091","Denmark",2010,3.3,79.4,1.88,5550959,30510
"1092","Denmark",2011,3.2,79.9,1.76,5576577,30673
"1093","Dominican Republic",1960,102.1,53.37,7.56,3294039,916
"1094","Dominican Republic",1961,101,54.17,7.49,3406299,865
"1095","Dominican Republic",1962,99.6,54.97,7.4,3521276,980
"1096","Dominican Republic",1963,98.1,55.75,7.3,3638628,1010
"1097","Dominican Republic",1964,96.4,56.52,7.19,3757962,1044
"1098","Dominican Republic",1965,94.6,57.28,7.05,3878952,885
"1099","Dominican Republic",1966,92.8,58.02,6.9,4001377,974
"1100","Dominican Republic",1967,91.1,58.75,6.74,4125107,976
"1101","Dominican Republic",1968,89.3,59.47,6.56,4250026,949
"1102","Dominican Republic",1969,87.5,60.16,6.38,4376056,1023
"1103","Dominican Republic",1970,85.7,60.83,6.18,4503114,1175
"1104","Dominican Republic",1971,83.7,61.47,5.98,4631114,1267
"1105","Dominican Republic",1972,81.6,62.09,5.78,4759935,1361
"1106","Dominican Republic",1973,79.4,62.67,5.58,4889437,1495
"1107","Dominican Republic",1974,77.2,63.23,5.38,5019471,1544
"1108","Dominican Republic",1975,74.9,63.75,5.19,5149934,1583
"1109","Dominican Republic",1976,72.6,64.25,5.01,5280727,1648
"1110","Dominican Republic",1977,70.3,64.73,4.85,5411867,1688
"1111","Dominican Republic",1978,68.2,65.19,4.69,5543520,1683
"1112","Dominican Republic",1979,66.1,65.65,4.55,5675930,1718
"1113","Dominican Republic",1980,64,66.12,4.42,5809271,1813
"1114","Dominican Republic",1981,62,66.6,4.3,5943591,1848
"1115","Dominican Republic",1982,60,67.11,4.19,6078816,1837
"1116","Dominican Republic",1983,58.2,67.63,4.08,6214857,1880
"1117","Dominican Republic",1984,56.4,68.18,3.98,6351572,1863
"1118","Dominican Republic",1985,54.6,68.75,3.88,6488857,1785
"1119","Dominican Republic",1986,52.9,69.34,3.78,6626544,1809
"1120","Dominican Republic",1987,51.3,69.96,3.7,6764623,1952
"1121","Dominican Republic",1988,49.6,70.58,3.61,6903314,1954
"1122","Dominican Republic",1989,48.1,71.2,3.54,7042940,1999
"1123","Dominican Republic",1990,46.5,71.8,3.47,7183646,1853
"1124","Dominican Republic",1991,44.9,72.2,3.4,7325622,1834
"1125","Dominican Republic",1992,43.3,72.5,3.33,7468551,1988
"1126","Dominican Republic",1993,41.8,72.5,3.26,7611463,2092
"1127","Dominican Republic",1994,40.3,72.5,3.2,7753052,2101
"1128","Dominican Republic",1995,38.9,72.6,3.13,7892420,2177
"1129","Dominican Republic",1996,37.6,72.6,3.07,8029114,2293
"1130","Dominican Republic",1997,36.4,72.9,3.01,8163474,2436
"1131","Dominican Republic",1998,35.2,72.9,2.97,8296375,2565
"1132","Dominican Republic",1999,34.2,73.2,2.93,8429116,2694
"1133","Dominican Republic",2000,33.3,73.3,2.89,8562623,2802
"1134","Dominican Republic",2001,32.5,73.4,2.86,8697127,2809
"1135","Dominican Republic",2002,31.8,73.5,2.84,8832286,2926
"1136","Dominican Republic",2003,31.2,73.5,2.81,8967759,2874
"1137","Dominican Republic",2004,30.6,73.1,2.78,9102997,2869
"1138","Dominican Republic",2005,30.1,73.3,2.75,9237565,3089
"1139","Dominican Republic",2006,29.6,73.5,2.72,9371333,3370
"1140","Dominican Republic",2007,29.1,73.7,2.69,9504336,3604
"1141","Dominican Republic",2008,28.7,74.1,2.65,9636491,3741
"1142","Dominican Republic",2009,28.3,74.3,2.62,9767737,3819
"1143","Dominican Republic",2010,27.9,74.4,2.58,9897983,4061
"1144","Dominican Republic",2011,27.5,74.6,2.55,10027140,4188
"1145","Ecuador",1960,121.4,54.09,6.69,4545548,801
"1146","Ecuador",1961,118.2,54.77,6.67,4676858,790
"1147","Ecuador",1962,115.3,55.42,6.65,4812892,803
"1148","Ecuador",1963,112.3,56.01,6.62,4953735,810
"1149","Ecuador",1964,109.6,56.53,6.59,5099470,849
"1150","Ecuador",1965,107,57.02,6.55,5250120,850
"1151","Ecuador",1966,104.6,57.47,6.49,5405692,825
"1152","Ecuador",1967,102.4,57.89,6.42,5566057,857
"1153","Ecuador",1968,100.3,58.32,6.34,5730908,852
"1154","Ecuador",1969,98.2,58.76,6.24,5899842,873
"1155","Ecuador",1970,96,59.21,6.13,6072520,913
"1156","Ecuador",1971,93.7,59.67,6.01,6248831,944
"1157","Ecuador",1972,91.2,60.16,5.87,6428707,960
"1158","Ecuador",1973,88.4,60.67,5.74,6611916,1084
"1159","Ecuador",1974,85.5,61.18,5.59,6798205,1143
"1160","Ecuador",1975,82.5,61.73,5.45,6987393,1204
"1161","Ecuador",1976,79.5,62.3,5.3,7179399,1262
"1162","Ecuador",1977,76.5,62.9,5.16,7374235,1257
"1163","Ecuador",1978,73.6,63.51,5.02,7571953,1307
"1164","Ecuador",1979,70.9,64.16,4.88,7772652,1340
"1165","Ecuador",1980,68.1,64.82,4.74,7976449,1364
"1166","Ecuador",1981,65.3,65.49,4.62,8183194,1374
"1167","Ecuador",1982,62.5,66.17,4.51,8392935,1332
"1168","Ecuador",1983,59.7,66.85,4.4,8606214,1266
"1169","Ecuador",1984,57.1,67.53,4.31,8823746,1282
"1170","Ecuador",1985,54.6,68.18,4.22,9045977,1287
"1171","Ecuador",1986,52.3,68.83,4.13,9272905,1307
"1172","Ecuador",1987,50.1,69.46,4.04,9504132,1248
"1173","Ecuador",1988,48.1,70.06,3.96,9739179,1320
"1174","Ecuador",1989,46.1,70.64,3.86,9977380,1301
"1175","Ecuador",1990,44.2,71.2,3.77,10218085,1304
"1176","Ecuador",1991,42.3,71.4,3.67,10460988,1340
"1177","Ecuador",1992,40.5,71.7,3.58,10705670,1329
"1178","Ecuador",1993,38.7,71.8,3.49,10951200,1303
"1179","Ecuador",1994,36.9,72.2,3.41,11196476,1335
"1180","Ecuador",1995,35.2,72.3,3.34,11440576,1329
"1181","Ecuador",1996,33.6,72.5,3.27,11683480,1333
"1182","Ecuador",1997,32.1,72.7,3.21,11924991,1359
"1183","Ecuador",1998,30.7,72.8,3.16,12163887,1360
"1184","Ecuador",1999,29.5,73.1,3.11,12398691,1250
"1185","Ecuador",2000,28.4,73.2,3.07,12628596,1262
"1186","Ecuador",2001,27.4,73.4,3.03,12852753,1306
"1187","Ecuador",2002,26.5,73.6,2.98,13072056,1350
"1188","Ecuador",2003,25.7,73.7,2.94,13289600,1371
"1189","Ecuador",2004,25,73.9,2.9,13509645,1468
"1190","Ecuador",2005,24.3,74.1,2.85,13735232,1527
"1191","Ecuador",2006,23.7,74.3,2.81,13967490,1573
"1192","Ecuador",2007,23.1,74.5,2.77,14205479,1578
"1193","Ecuador",2008,22.5,74.7,2.73,14447600,1664
"1194","Ecuador",2009,21.9,74.9,2.69,14691310,1642
"1195","Ecuador",2010,21.3,75.1,2.66,14934692,1673
"1196","Ecuador",2011,20.7,75.3,2.62,15177280,1725
"1197","Egypt",1960,209.6,48.31,6.63,27072397,443
"1198","Egypt",1961,202.7,48.89,6.61,27810001,450
"1199","Egypt",1962,195.9,49.43,6.57,28560741,469
"1200","Egypt",1963,189.4,49.94,6.53,29322709,498
"1201","Egypt",1964,183.4,50.42,6.47,30094082,524
"1202","Egypt",1965,178.1,50.88,6.41,30872982,558
"1203","Egypt",1966,173.6,51.29,6.33,31660914,550
"1204","Egypt",1967,169.9,51.65,6.24,32456565,540
"1205","Egypt",1968,166.9,51.97,6.14,33252275,542
"1206","Egypt",1969,164.3,52.25,6.04,34038147,565
"1207","Egypt",1970,162,52.54,5.94,34808599,584
"1208","Egypt",1971,159.6,52.88,5.85,35561087,591
"1209","Egypt",1972,156.8,53.31,5.76,36302154,591
"1210","Egypt",1973,153.2,53.84,5.69,37046807,583
"1211","Egypt",1974,148.8,54.46,5.63,37815578,585
"1212","Egypt",1975,143.7,55.17,5.59,38624410,624
"1213","Egypt",1976,138,55.93,5.55,39478585,700
"1214","Egypt",1977,132.1,56.69,5.51,40377668,772
"1215","Egypt",1978,126,57.45,5.47,41324806,798
"1216","Egypt",1979,120,58.16,5.42,42321740,827
"1217","Egypt",1980,114.3,58.85,5.37,43369552,887
"1218","Egypt",1981,108.5,59.52,5.31,44465918,898
"1219","Egypt",1982,102.6,60.21,5.25,45610430,962
"1220","Egypt",1983,96.3,60.93,5.19,46807221,1007
"1221","Egypt",1984,90,61.65,5.12,48061546,1041
"1222","Egypt",1985,83.9,62.38,5.05,49373806,1080
"1223","Egypt",1986,78.4,63.07,4.95,50748187,1078
"1224","Egypt",1987,73.5,63.7,4.83,52173840,1075
"1225","Egypt",1988,69.4,64.27,4.68,53617678,1102
"1226","Egypt",1989,66,64.76,4.52,55035937,1127
"1227","Egypt",1990,63,65.2,4.35,56397273,1162
"1228","Egypt",1991,60.3,65.4,4.18,57689828,1149
"1229","Egypt",1992,57.6,66.1,4.02,58922018,1174
"1230","Egypt",1993,55,66.4,3.88,60108373,1185
"1231","Egypt",1994,52.2,66.7,3.76,61272847,1208
"1232","Egypt",1995,49.4,67.4,3.66,62434527,1241
"1233","Egypt",1996,46.6,67.9,3.58,63595629,1279
"1234","Egypt",1997,44,68.2,3.51,64754566,1325
"1235","Egypt",1998,41.4,68.6,3.44,65922626,1354
"1236","Egypt",1999,39.1,69,3.37,67112877,1411
"1237","Egypt",2000,37,69.7,3.31,68334905,1461
"1238","Egypt",2001,35.1,69.7,3.24,69599945,1485
"1239","Egypt",2002,33.4,69.8,3.18,70908710,1492
"1240","Egypt",2003,31.9,69.8,3.13,72247626,1511
"1241","Egypt",2004,30.5,69.9,3.09,73596068,1544
"1242","Egypt",2005,29.2,70.1,3.05,74942115,1584
"1243","Egypt",2006,28.1,70.1,3.02,76274285,1663
"1244","Egypt",2007,27.1,70.3,2.99,77605327,1750
"1245","Egypt",2008,26.1,70.2,2.95,78976122,1843
"1246","Egypt",2009,25.1,70.1,2.92,80442443,1894
"1247","Egypt",2010,24.3,70.1,2.88,82040994,1953
"1248","Egypt",2011,23.4,70.4,2.85,83787634,1947
"1249","El Salvador",1960,126.2,52.02,6.73,2762897,1454
"1250","El Salvador",1961,123.9,52.77,6.75,2843246,1462
"1251","El Salvador",1962,121.6,53.5,6.75,2927861,1590
"1252","El Salvador",1963,119.4,54.18,6.74,3015885,1610
"1253","El Salvador",1964,117.4,54.81,6.7,3106186,1709
"1254","El Salvador",1965,115.5,55.4,6.64,3197865,1749
"1255","El Salvador",1966,113.6,55.93,6.57,3290397,1822
"1256","El Salvador",1967,111.8,56.41,6.49,3383674,1868
"1257","El Salvador",1968,110.1,56.84,6.4,3477702,1876
"1258","El Salvador",1969,108.4,57.24,6.3,3572667,1890
"1259","El Salvador",1970,106.7,57.57,6.2,3668592,1895
"1260","El Salvador",1971,104.9,57.85,6.11,3765252,1918
"1261","El Salvador",1972,102.9,58.07,6.01,3862132,1984
"1262","El Salvador",1973,100.8,58.22,5.91,3958616,2030
"1263","El Salvador",1974,98.4,58.33,5.82,4053958,2088
"1264","El Salvador",1975,95.6,58.36,5.72,4147525,2101
"1265","El Salvador",1976,92.7,58.33,5.62,4239205,2159
"1266","El Salvador",1977,89.6,58.22,5.51,4328817,2258
"1267","El Salvador",1978,86.2,58.09,5.39,4415625,2331
"1268","El Salvador",1979,82.6,57.98,5.27,4498757,2192
"1269","El Salvador",1980,78.8,57.96,5.14,4577683,1901
"1270","El Salvador",1981,74.8,58.13,5,4652058,1675
"1271","El Salvador",1982,70.8,58.53,4.87,4722272,1546
"1272","El Salvador",1983,66.9,59.19,4.74,4789472,1548
"1273","El Salvador",1984,63.1,60.11,4.61,4855280,1547
"1274","El Salvador",1985,59.5,61.24,4.49,4920932,1536
"1275","El Salvador",1986,56.2,62.54,4.37,4986528,1519
"1276","El Salvador",1987,53.3,63.91,4.26,5051885,1537
"1277","El Salvador",1988,50.6,65.28,4.15,5117577,1545
"1278","El Salvador",1989,48.2,66.55,4.05,5184221,1540
"1279","El Salvador",1990,45.9,67.7,3.95,5252082,1594
"1280","El Salvador",1991,43.8,68.1,3.86,5321576,1629
"1281","El Salvador",1992,41.7,68.9,3.78,5392142,1729
"1282","El Salvador",1993,39.7,69.3,3.7,5461834,1833
"1283","El Salvador",1994,37.6,69.6,3.61,5528012,1921
"1284","El Salvador",1995,35.6,70,3.53,5588743,2021
"1285","El Salvador",1996,33.7,70.3,3.43,5643363,2036
"1286","El Salvador",1997,31.8,70.8,3.32,5692300,2104
"1287","El Salvador",1998,30,71,3.2,5736075,2166
"1288","El Salvador",1999,28.4,71.6,3.07,5775660,2226
"1289","El Salvador",2000,26.8,71.9,2.93,5811836,2259
"1290","El Salvador",2001,25.5,71.7,2.8,5844738,2285
"1291","El Salvador",2002,24.2,72.5,2.68,5874301,2327
"1292","El Salvador",2003,23.1,72.6,2.58,5900929,2370
"1293","El Salvador",2004,22,72.8,2.5,5925089,2404
"1294","El Salvador",2005,20.9,73,2.43,5947206,2480
"1295","El Salvador",2006,20,73.3,2.39,5967556,2568
"1296","El Salvador",2007,19.2,73.5,2.35,5986414,2658
"1297","El Salvador",2008,18.4,73.7,2.32,6004199,2684
"1298","El Salvador",2009,17.7,73.8,2.29,6021368,2593
"1299","El Salvador",2010,17.1,74.1,2.26,6038306,2621
"1300","El Salvador",2011,16.5,74.3,2.24,6055208,2652
"1301","Fiji",1960,54,55.7,6.46,393383,1111
"1302","Fiji",1961,52.1,56.12,6.28,407152,1111
"1303","Fiji",1962,50.3,56.54,6.09,421576,1111
"1304","Fiji",1963,48.8,56.94,5.88,436208,1142
"1305","Fiji",1964,47.5,57.35,5.68,450452,1160
"1306","Fiji",1965,46.3,57.75,5.48,463884,1096
"1307","Fiji",1966,45.3,58.14,5.28,476329,1068
"1308","Fiji",1967,44.5,58.52,5.08,487911,1181
"1309","Fiji",1968,43.9,58.89,4.89,498887,1247
"1310","Fiji",1969,43.5,59.26,4.71,509659,1252
"1311","Fiji",1970,43.1,59.61,4.54,520529,1382
"1312","Fiji",1971,42.9,59.96,4.4,531601,1446
"1313","Fiji",1972,42.7,60.29,4.28,542811,1523
"1314","Fiji",1973,42.4,60.6,4.18,554109,1665
"1315","Fiji",1974,42,60.91,4.11,565386,1674
"1316","Fiji",1975,41.4,61.21,4.05,576592,1650
"1317","Fiji",1976,40.6,61.5,4.02,587523,1664
"1318","Fiji",1977,39.5,61.8,3.99,598258,1731
"1319","Fiji",1978,38.2,62.09,3.97,609348,1731
"1320","Fiji",1979,36.8,62.37,3.94,621541,1904
"1321","Fiji",1980,35.3,62.65,3.91,635256,1833
"1322","Fiji",1981,33.8,62.92,3.86,650957,1902
"1323","Fiji",1982,32.4,63.2,3.81,668196,1742
"1324","Fiji",1983,31.2,63.46,3.76,685389,1631
"1325","Fiji",1984,30.1,63.71,3.69,700366,1730
"1326","Fiji",1985,29.1,63.96,3.63,711663,1624
"1327","Fiji",1986,28.2,64.2,3.57,718548,1734
"1328","Fiji",1987,27.3,64.43,3.51,721725,1612
"1329","Fiji",1988,26.4,64.66,3.47,722918,1624
"1330","Fiji",1989,25.6,64.88,3.43,724624,1741
"1331","Fiji",1990,24.8,65.1,3.4,728626,1832
"1332","Fiji",1991,24.1,65.1,3.37,735469,1766
"1333","Fiji",1992,23.5,65,3.35,744534,1851
"1334","Fiji",1993,22.9,64.8,3.33,755024,1864
"1335","Fiji",1994,22.4,64.7,3.31,765666,1932
"1336","Fiji",1995,22.1,64.5,3.28,775498,1955
"1337","Fiji",1996,21.8,64.3,3.24,784479,2026
"1338","Fiji",1997,21.5,64.1,3.21,792859,1960
"1339","Fiji",1998,21.2,64.2,3.17,800314,1967
"1340","Fiji",1999,21,64.1,3.13,806494,2124
"1341","Fiji",2000,20.8,64.2,3.09,811223,2076
"1342","Fiji",2001,20.5,64.4,3.05,814215,2109
"1343","Fiji",2002,20.3,64.5,3,815691,2173
"1344","Fiji",2003,20.1,64.6,2.95,816626,2192
"1345","Fiji",2004,20.1,64.7,2.91,818355,2303
"1346","Fiji",2005,20.1,64.8,2.86,821820,2310
"1347","Fiji",2006,20.2,64.8,2.82,827390,2336
"1348","Fiji",2007,20.3,64.9,2.77,834729,2296
"1349","Fiji",2008,20.3,64.9,2.74,843206,2297
"1350","Fiji",2009,20.3,64.9,2.7,851854,2244
"1351","Fiji",2010,20.3,65.2,2.67,859952,2219
"1352","Fiji",2011,20.1,65.3,2.64,867327,2244
"1353","Finland",1960,21.9,69.03,2.71,4430228,7305
"1354","Finland",1961,20.6,69.07,2.65,4463432,7802
"1355","Finland",1962,19.5,68.78,2.66,4494623,7979
"1356","Finland",1963,18.4,69.19,2.66,4522727,8189
"1357","Finland",1964,17.4,69.4,2.58,4546343,8574
"1358","Finland",1965,16.6,69.16,2.46,4564690,8992
"1359","Finland",1966,15.8,69.68,2.41,4577033,9181
"1360","Finland",1967,15.1,69.86,2.32,4584264,9365
"1361","Finland",1968,14.4,69.82,2.15,4589226,9570
"1362","Finland",1969,13.9,69.7,1.94,4595807,10473
"1363","Finland",1970,13.2,70.4,1.83,4606740,11006
"1364","Finland",1971,12.6,70.22,1.7,4623389,11225
"1365","Finland",1972,12,70.91,1.59,4644847,12037
"1366","Finland",1973,11.3,71.42,1.5,4668813,12812
"1367","Finland",1974,10.8,71.34,1.62,4691818,13162
"1368","Finland",1975,10,71.89,1.69,4711459,13343
"1369","Finland",1976,9.4,72.04,1.72,4726803,13346
"1370","Finland",1977,8.7,72.56,1.69,4738949,13344
"1371","Finland",1978,8.1,73.13,1.65,4749940,13701
"1372","Finland",1979,7.6,73.42,1.64,4762758,14638
"1373","Finland",1980,7.2,73.71,1.63,4779454,15373
"1374","Finland",1981,6.7,74.03,1.65,4800899,15501
"1375","Finland",1982,6.5,74.6,1.72,4826135,15890
"1376","Finland",1983,6.3,74.51,1.74,4853196,16279
"1377","Finland",1984,6.1,74.82,1.7,4879222,16696
"1378","Finland",1985,6,74.49,1.64,4902219,17166
"1379","Finland",1986,6,74.86,1.6,4921293,17551
"1380","Finland",1987,5.9,74.89,1.59,4937259,18105
"1381","Finland",1988,5.8,74.85,1.7,4951886,18994
"1382","Finland",1989,5.7,75.07,1.71,4967776,19895
"1383","Finland",1990,5.5,75.1,1.79,4986705,19919
"1384","Finland",1991,5.3,75.4,1.8,5009381,18639
"1385","Finland",1992,5,75.7,1.85,5034898,17899
"1386","Finland",1993,4.8,76,1.81,5061465,17660
"1387","Finland",1994,4.5,76.4,1.85,5086499,18216
"1388","Finland",1995,4.3,76.7,1.81,5108176,18857
"1389","Finland",1996,4,76.8,1.76,5126021,19462
"1390","Finland",1997,3.9,77.1,1.75,5140755,20611
"1391","Finland",1998,3.8,77.3,1.71,5153229,21595
"1392","Finland",1999,3.6,77.5,1.73,5164780,22389
"1393","Finland",2000,3.5,77.8,1.73,5176482,23528
"1394","Finland",2001,3.4,78.1,1.73,5188446,24010
"1395","Finland",2002,3.4,78.3,1.72,5200632,24393
"1396","Finland",2003,3.3,78.5,1.76,5213800,24821
"1397","Finland",2004,3.2,78.8,1.8,5228842,25770
"1398","Finland",2005,3.1,79,1.8,5246368,26433
"1399","Finland",2006,2.9,79.2,1.84,5266600,27493
"1400","Finland",2007,2.9,79.4,1.83,5289333,28835
"1401","Finland",2008,2.7,79.6,1.85,5314170,28785
"1402","Finland",2009,2.6,79.8,1.86,5340485,26250
"1403","Finland",2010,2.5,80,1.87,5367693,27092
"1404","Finland",2011,2.4,80.3,1.83,5395816,27720
"1405","France",1960,23.7,70.49,2.77,45865699,7626
"1406","France",1961,22.4,71.07,2.8,46471083,7941
"1407","France",1962,21.3,70.61,2.81,47121575,8354
"1408","France",1963,20.3,70.46,2.81,47781535,8679
"1409","France",1964,19.4,71.43,2.8,48402900,9126
"1410","France",1965,18.5,71.26,2.77,48952283,9455
"1411","France",1966,17.7,71.67,2.73,49411342,9855
"1412","France",1967,17.1,71.67,2.68,49791771,10238
"1413","France",1968,16.5,71.66,2.62,50126895,10603
"1414","France",1969,15.8,71.4,2.56,50466183,11268
"1415","France",1970,15.1,72.29,2.49,50843830,11826
"1416","France",1971,14.4,72.27,2.41,51273975,12352
"1417","France",1972,13.7,72.52,2.33,51741044,12795
"1418","France",1973,13.1,72.69,2.24,52214014,13518
"1419","France",1974,12.7,73.04,2.14,52647616,14035
"1420","France",1975,12.4,73.13,2.06,53010727,13782
"1421","France",1976,12,73.38,1.98,53293030,14311
"1422","France",1977,11.5,73.99,1.92,53509578,14762
"1423","France",1978,11,74.12,1.87,53685486,15287
"1424","France",1979,10.6,74.43,1.85,53857610,15764
"1425","France",1980,10.2,74.53,1.83,54053224,15964
"1426","France",1981,9.8,74.69,1.84,54279038,16053
"1427","France",1982,9.5,75.07,1.84,54528408,16366
"1428","France",1983,9.1,75.06,1.85,54799049,16485
"1429","France",1984,8.8,75.56,1.85,55084677,16645
"1430","France",1985,8.5,75.67,1.84,55379923,16823
"1431","France",1986,8.2,75.95,1.83,55686610,17108
"1432","France",1987,8.1,76.55,1.81,56005443,17416
"1433","France",1988,7.9,76.78,1.79,56328053,18125
"1434","France",1989,7.7,76.91,1.77,56643349,18779
"1435","France",1990,7.4,77.2,1.75,56943299,19169
"1436","France",1991,7.1,77.3,1.74,57226524,19273
"1437","France",1992,6.7,77.6,1.72,57495252,19466
"1438","France",1993,6.3,77.7,1.72,57749881,19251
"1439","France",1994,5.8,78,1.72,57991973,19602
"1440","France",1995,5.3,78.2,1.72,58224051,19923
"1441","France",1996,5,78.4,1.74,58443318,20060
"1442","France",1997,4.8,78.7,1.75,58652709,20425
"1443","France",1998,4.6,78.7,1.77,58867465,21038
"1444","France",1999,4.5,78.8,1.8,59107738,21642
"1445","France",2000,4.4,79.1,1.82,59387183,22333
"1446","France",2001,4.4,79.2,1.84,59711914,22619
"1447","France",2002,4.2,79.4,1.87,60075783,22691
"1448","France",2003,4,79.6,1.89,60464857,22748
"1449","France",2004,3.9,80.2,1.92,60858654,23176
