"","X","age","workclass","fnlwgt","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"9432",10021,21,"Private",232569,9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,0
"5016",5369,41,"Self-emp-inc",218302,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,1
"3141",3355,26,"Private",245628,7,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,20,0
"2471",2646,46,"Private",138626,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"27870",29530,21,"Private",199419,10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"27186",28799,30,"Self-emp-not-inc",116666,14,"Divorced","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,50,1
"23880",25305,39,"Private",337898,13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,55,0
"26079",27632,18,"Private",423024,8,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,0
"1638",1748,20,"Private",154781,9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"2216",2366,47,"Private",184945,10,"Separated","Other-service","Not-in-family","Black","Female",0,0,35,0
"14159",15010,26,"Private",190469,13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,0
"23380",24768,51,"Private",131068,9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,0
"23343",24728,34,"Private",179877,10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,1
"27073",28681,45,"Private",306889,13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,1
"7126",7578,25,"Private",53903,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"23088",24460,32,"Private",98656,14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,0
"23463",24860,41,"Private",37869,9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,1
"25216",26719,22,"Private",176321,4,"Never-married","Other-service","Unmarried","White","Female",0,0,40,0
"15828",16777,54,"Private",87205,9,"Widowed","Other-service","Not-in-family","White","Female",0,0,15,0
"26901",28503,19,"Private",284652,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,0
"10914",11601,47,"Private",33710,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3103,0,60,1
"20364",21585,30,"Private",197558,9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"7787",8284,38,"Private",326886,11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,1
"5419",5793,45,"Self-emp-inc",170871,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,55,1
"28236",29916,48,"Private",232145,9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,0
"20463",21690,27,"Private",241607,13,"Never-married","Tech-support","Other-relative","White","Male",0,0,50,0
"2372",2536,38,"Private",264627,10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,0
"14238",15094,25,"Private",208117,13,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,40,0
"17411",18448,25,"Private",122175,9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,0
"29273",31013,59,"Private",157932,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"13372",14176,46,"Self-emp-not-inc",157117,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"9965",10584,43,"Private",241895,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"14232",15088,62,"Private",664366,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,1
"18262",19350,37,"Private",34180,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"26022",27569,23,"Private",125525,13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,42,0
"29056",30789,67,"Self-emp-not-inc",191380,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",20051,0,25,1
"12896",13684,32,"Private",295282,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,0
"3590",3834,43,"Private",193494,10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,0
"10916",11603,36,"Private",288103,7,"Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,0
"21711",23004,30,"Private",169186,9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,60,0
"16743",17739,36,"Private",460437,5,"Divorced","Sales","Not-in-family","White","Female",0,0,40,0
"11453",12166,39,"Self-emp-not-inc",230329,10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1564,12,1
"1480",1582,31,"Private",169104,13,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,40,0
"18876",19994,21,"Private",232591,9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,0
"21341",22614,39,"Private",37314,14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,1
"21620",22907,47,"Local-gov",126754,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"14204",15058,23,"Private",242375,9,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,0
"7942",8444,40,"Private",104196,9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,0
"5273",5640,37,"Private",126569,14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,60,1
"18020",19092,19,"Private",272800,8,"Never-married","Adm-clerical","Own-child","White","Female",0,0,25,0
"7975",8480,30,"Private",154950,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,1
"27390",29018,27,"Local-gov",137629,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,80,1
"23948",25375,29,"Private",146719,9,"Never-married","Transport-moving","Not-in-family","White","Female",0,0,45,0
"20657",21898,25,"Private",195481,9,"Married-civ-spouse","Adm-clerical","Other-relative","White","Male",0,0,40,0
"8547",9084,67,"Private",247566,9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,24,0
"2263",2417,55,"Self-emp-not-inc",59469,5,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,25,0
"29458",31213,47,"Self-emp-not-inc",107231,12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,65,0
"28331",30013,35,"Private",108140,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"21890",23191,51,"Federal-gov",140516,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"14523",15391,59,"Private",98361,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"15845",16794,50,"Private",266529,7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"14429",15294,25,"Private",280093,7,"Married-spouse-absent","Handlers-cleaners","Not-in-family","White","Male",0,0,40,0
"8244",8761,54,"Private",50385,13,"Divorced","Exec-managerial","Not-in-family","Black","Female",0,0,45,1
"12884",13672,34,"Private",124569,10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"28715",30419,45,"Private",187033,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,2051,40,0
"24994",26484,49,"Private",107682,10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,0
"25954",27494,28,"Private",201861,10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,0
"16088",17053,45,"Private",187370,14,"Divorced","Exec-managerial","Unmarried","White","Male",7430,0,70,1
"13629",14450,25,"Private",1484705,10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,25,0
"15533",16462,58,"Private",238438,10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,0
"12210",12958,51,"Private",200576,10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,63,0
"10430",11080,35,"Private",150057,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"531",567,43,"Self-emp-inc",188436,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5013,0,45,0
"14287",15144,43,"Private",339767,10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,20,1
"21628",22916,27,"Private",104423,12,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"5552",5933,20,"Local-gov",325493,9,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,0
"29836",31613,26,"Private",118497,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,0
"27513",29151,19,"Private",570002,10,"Never-married","Sales","Own-child","White","Female",0,0,25,0
"21458",22734,49,"Private",43348,14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,1
"177",186,34,"Private",304030,9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,0
"21670",22960,35,"Private",98389,7,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,0
"17001",18010,36,"Federal-gov",186934,13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1848,55,1
"25515",27032,22,"Private",182163,9,"Separated","Sales","Unmarried","White","Female",0,0,40,0
"10057",10677,41,"Private",58124,9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,0
"23291",24672,27,"State-gov",205499,16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,77,0
"18162",19242,18,"State-gov",391257,10,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,0
"13378",14183,52,"Private",139347,9,"Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,40,0
"6699",7131,69,"Self-emp-not-inc",128206,9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,30,0
"3492",3728,30,"Private",97757,11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,36,1
"20761",22005,36,"Private",109133,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"17536",18581,28,"Private",138269,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"2116",2257,42,"Self-emp-not-inc",220647,13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,0
"7760",8257,50,"Private",285200,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,35,1
"15280",16196,17,"Private",204018,7,"Never-married","Sales","Unmarried","White","Male",0,0,15,0
"9203",9780,42,"Private",250536,10,"Separated","Other-service","Unmarried","Black","Female",0,0,21,0
"26122",27679,52,"Local-gov",153064,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"10464",11117,52,"Self-emp-inc",254211,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,60,1
"10795",11470,37,"State-gov",28887,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,1
"540",576,29,"Private",350162,13,"Married-civ-spouse","Exec-managerial","Wife","White","Male",0,0,40,1
"18188",19270,36,"Private",32709,10,"Divorced","Sales","Not-in-family","White","Female",3325,0,45,0
"10496",11149,20,"Private",172047,10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,10,0
"8513",9050,55,"Private",201112,9,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,40,0
"3171",3386,44,"Private",265266,6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"29760",31530,23,"Private",288771,10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,30,0
"24799",26276,53,"Private",278114,4,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"1754",1872,31,"Private",226756,9,"Never-married","Adm-clerical","Own-child","Black","Male",0,0,40,0
"2805",2996,39,"Local-gov",167864,7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,0
"20281",21496,41,"Private",33331,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,0
"24923",26409,24,"Private",175183,9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"2228",2379,25,"Private",212302,10,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,0
"8024",8530,70,"Local-gov",88638,14,"Never-married","Prof-specialty","Unmarried","White","Female",7896,0,50,1
"23767",25183,29,"Private",34796,9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,0
"43",44,49,"Private",94638,9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,0
"10893",11577,36,"Private",201519,13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,1
"28686",30387,21,"Private",115420,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,0
"6531",6954,24,"Private",33616,9,"Never-married","Other-service","Unmarried","White","Female",0,0,35,0
"28028",29693,35,"Private",206253,5,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,0
"24718",26192,31,"Private",114691,9,"Never-married","Sales","Own-child","White","Male",0,0,40,0
"8849",9407,21,"Private",119309,10,"Never-married","Tech-support","Own-child","White","Male",0,1602,16,0
"28023",29688,45,"Self-emp-inc",178344,11,"Divorced","Sales","Unmarried","White","Female",0,0,30,0
"21745",23040,22,"Private",412156,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,0
"22060",23377,25,"Local-gov",249214,10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,0
"24784",26261,60,"Private",165517,10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"205",216,37,"Private",635913,13,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,60,1
"12681",13456,42,"Private",187795,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,55,1
"8640",9186,42,"Private",106900,11,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,0
"22824",24183,26,"Private",104045,13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,0
"20227",21435,55,"Federal-gov",169133,13,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,40,0
"8830",9388,29,"Private",217200,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"14415",15278,31,"Private",207685,9,"Never-married","Other-service","Unmarried","Black","Female",0,0,34,0
"9144",9720,36,"Self-emp-not-inc",153976,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,0
"21977",23285,20,"Private",153583,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,0
"16996",18004,30,"Federal-gov",49593,15,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,0
"25903",27440,38,"Private",38312,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,65,1
"28540",30234,74,"Self-emp-not-inc",109101,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,4,0
"14835",15725,45,"Private",178922,9,"Never-married","Sales","Not-in-family","White","Female",0,0,20,0
"9533",10131,27,"Private",146460,10,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,0
"28457",30144,54,"Self-emp-not-inc",230951,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"13439",14247,42,"Self-emp-inc",125846,2,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,0
"19433",20592,35,"Private",361888,10,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,40,0
"7239",7696,51,"Private",204304,10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,1
"165",174,27,"Private",428030,13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,0
"10694",11364,32,"Private",209808,10,"Married-civ-spouse","Sales","Husband","White","Male",0,1740,47,0
"13740",14567,39,"Private",164733,10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,45,0
"18314",19402,30,"Self-emp-not-inc",20098,11,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,0
"23935",25362,35,"Private",180686,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",3137,0,40,0
"2955",3157,33,"Private",94235,15,"Never-married","Prof-specialty","Own-child","White","Male",0,0,42,1
"2218",2368,34,"Self-emp-inc",215382,14,"Separated","Prof-specialty","Not-in-family","White","Female",4787,0,40,1
"18318",19406,47,"Private",341762,9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,33,0
"17895",18960,47,"Private",201865,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"23907",25333,35,"Private",166416,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"17242",18268,35,"Private",143152,10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",3908,0,27,0
"26265",27830,36,"Local-gov",95462,13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,0
"5308",5676,38,"State-gov",352628,13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"29904",31687,47,"Private",179955,10,"Widowed","Transport-moving","Unmarried","White","Female",0,0,25,0
"1579",1687,43,"Private",39581,9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,45,0
"13836",14669,30,"Private",185027,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"14479",15346,57,"Self-emp-not-inc",103529,14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,38,1
"28150",29826,25,"Private",230292,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"6024",6420,40,"Private",141657,9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,35,1
"20489",21717,26,"Private",238367,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"2904",3103,22,"Private",221745,10,"Divorced","Machine-op-inspct","Own-child","White","Female",0,0,40,0
"8481",9016,40,"Local-gov",269168,9,"Married-civ-spouse","Other-service","Husband","Other","Male",0,0,40,0
"4733",5066,33,"Self-emp-not-inc",295591,2,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,0
"16011",16971,46,"Private",79874,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,53,1
"21118",22382,48,"Private",238726,9,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,0
"844",901,63,"Local-gov",28856,4,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,55,0
"25327",26832,30,"Private",373914,7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"8372",8898,29,"Private",137618,10,"Never-married","Other-service","Not-in-family","White","Female",0,0,41,1
"17379",18416,24,"Private",243368,1,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,36,0
"12345",13104,47,"Self-emp-inc",188610,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,0
"16376",17353,23,"Private",149396,9,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,0
"27235",28851,45,"Private",192776,13,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,55,1
"7733",8229,48,"State-gov",122086,9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,0
"23132",24507,21,"Private",113106,10,"Never-married","Other-service","Own-child","White","Female",0,0,30,0
"25540",27059,30,"Local-gov",48542,8,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,0
"2802",2993,49,"Private",165134,11,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,35,0
"1838",1959,26,"Private",214303,13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,0
"30204",32015,26,"Private",192022,13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,0
"9850",10462,36,"Private",206951,13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,45,1
"3813",4080,39,"Private",187046,9,"Married-civ-spouse","Sales","Husband","White","Male",4064,0,38,0
"18181",19263,22,"Private",268145,13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,0
"14446",15313,32,"Private",174704,7,"Never-married","Other-service","Not-in-family","Black","Male",0,0,40,0
"2315",2472,24,"Private",311376,13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"6147",6549,28,"State-gov",158834,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"21104",22365,24,"Private",293324,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"939",1001,20,"Private",148294,10,"Never-married","Other-service","Own-child","White","Male",0,0,40,0
"19322",20473,28,"Private",44216,9,"Never-married","Protective-serv","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,0
"25191",26694,34,"Private",242361,10,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,50,0
"15681",16619,23,"State-gov",170091,10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,6,0
"23487",24886,35,"Private",32126,13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"22367",23697,29,"Private",307812,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,0
"10619",11281,59,"Self-emp-not-inc",241297,10,"Widowed","Farming-fishing","Not-in-family","White","Female",6849,0,40,0
"27470",29106,33,"Private",241885,10,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,0,40,0
"4117",4406,45,"Private",102096,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"12025",12764,20,"Private",282579,10,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,0
"29379",31131,51,"State-gov",237141,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"1943",2070,34,"Private",204991,10,"Divorced","Exec-managerial","Own-child","White","Male",0,0,44,0
"13247",14045,57,"Self-emp-inc",195835,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"21290",22563,45,"Private",228570,9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,35,0
"3453",3687,35,"Self-emp-not-inc",267776,9,"Never-married","Other-service","Other-relative","White","Female",0,0,30,0
"16025",16987,34,"Private",376979,5,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"27062",28670,57,"Private",140426,16,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,40,1
"24335",25783,35,"Private",454843,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"28952",30670,41,"Self-emp-inc",177905,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,70,1
"9288",9867,61,"Private",119986,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"21284",22556,41,"Self-emp-inc",75742,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,1
"27806",29463,42,"Local-gov",195897,4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"895",955,51,"Private",133461,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"12098",12839,17,"Private",126771,8,"Never-married","Prof-specialty","Own-child","White","Male",0,0,7,0
"23717",25131,29,"Private",95423,9,"Married-AF-spouse","Transport-moving","Husband","White","Male",0,0,80,0
"22524",23864,24,"Private",220944,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,0
"22517",23857,32,"Private",72744,9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,0
"16499",17481,61,"Local-gov",180079,16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",4064,0,40,0
"30569",32402,52,"Local-gov",143533,4,"Never-married","Other-service","Other-relative","Black","Female",0,0,40,0
"12134",12878,36,"Private",34744,12,"Divorced","Other-service","Unmarried","White","Female",0,0,37,0
"16729",17723,17,"Private",140027,7,"Never-married","Other-service","Own-child","White","Female",0,0,25,0
"26494",28071,36,"Local-gov",312785,13,"Never-married","Prof-specialty","Own-child","Black","Male",0,0,35,0
"21038",22297,23,"Private",46645,13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,25,0
"18920",20046,32,"Private",27051,13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,44,0
"25941",27481,50,"Private",135339,8,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,40,1
"8883",9442,47,"Private",217509,9,"Widowed","Priv-house-serv","Not-in-family","Asian-Pac-Islander","Female",0,0,45,0
"1706",1820,43,"State-gov",206139,13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,1
"5133",5491,62,"Self-emp-inc",200577,14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,1
"8822",9380,25,"Private",218667,9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"10276",10915,22,"Private",514033,9,"Never-married","Other-service","Not-in-family","Black","Male",0,0,80,0
"643",689,41,"Private",195124,14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,35,0
"2625",2806,18,"Private",387568,6,"Never-married","Sales","Own-child","White","Male",0,0,10,0
"17277",18304,60,"Self-emp-not-inc",89884,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,0
"29888",31671,41,"State-gov",106900,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,60,1
"14323",15181,25,"Private",356017,7,"Never-married","Other-service","Not-in-family","White","Male",0,0,99,0
"17308",18337,68,"State-gov",493363,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,0
"1649",1760,19,"Private",197384,10,"Never-married","Other-service","Own-child","White","Female",0,0,10,0
"22911",24276,26,"Private",159732,9,"Widowed","Transport-moving","Not-in-family","White","Male",0,0,40,0
"26906",28509,35,"Private",117381,13,"Divorced","Sales","Not-in-family","White","Male",0,0,40,0
"5591",5972,53,"Private",97411,3,"Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",0,0,40,0
"17525",18569,50,"Private",289390,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,47,0
"19820",21006,51,"Private",279156,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,40,1
"16805",17807,38,"Local-gov",30509,14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1669,55,0
"12538",13307,23,"Private",233626,13,"Never-married","Sales","Not-in-family","White","Male",0,0,25,0
"19305",20456,25,"Private",250038,5,"Never-married","Farming-fishing","Other-relative","White","Male",0,0,45,0
"13330",14133,31,"Private",451744,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,0
"27402",29031,38,"Private",277248,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,1
"19330",20483,80,"Private",202483,9,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Female",0,0,16,0
"7023",7469,54,"Private",155433,9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,0
"2271",2426,34,"Private",160449,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,1
"18031",19103,20,"Private",100605,9,"Never-married","Sales","Own-child","Other","Male",0,0,40,0
"2754",2942,75,"Private",200068,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,35,1
"10986",11676,36,"Self-emp-inc",27408,11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,0
"29813",31587,49,"Private",104542,9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"30243",32056,34,"Private",331126,9,"Never-married","Other-service","Unmarried","Black","Male",0,0,30,0
"26433",28006,54,"Private",278329,9,"Married-spouse-absent","Exec-managerial","Not-in-family","White","Female",0,0,43,0
"1051",1120,53,"Private",288020,13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,0
"21044",22303,42,"Private",227466,9,"Never-married","Other-service","Other-relative","Black","Male",0,0,40,0
"27642",29284,26,"Private",253841,9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,45,0
"29826",31602,18,"Private",37720,6,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,0
"10878",11561,19,"Self-emp-not-inc",47176,10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,15,0
"3128",3341,24,"Private",215443,9,"Separated","Other-service","Not-in-family","White","Male",0,0,40,0
"6897",7338,44,"Self-emp-not-inc",197558,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,70,1
"26827",28427,28,"Private",182344,9,"Never-married","Other-service","Not-in-family","Black","Male",0,0,40,0
