"","X","age","workclass","fnlwgt","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"14778",15665,46,"Federal-gov",102308,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,50,1
"22247",23574,71,"Private",93202,9,"Divorced","Other-service","Not-in-family","White","Female",0,0,16,0
"23095",24468,27,"Private",185127,11,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,0
"497",532,26,"Private",108658,9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,0
"25095",26593,49,"State-gov",36177,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,1
"27956",29620,44,"Private",235786,10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,45,1
"25514",27031,21,"Private",32950,10,"Never-married","Sales","Unmarried","White","Male",0,0,40,0
"9566",10167,55,"State-gov",136819,9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,0
"11900",12637,61,"Private",149405,9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,0
"24411",25867,55,"Self-emp-inc",182273,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,0
"25260",26763,23,"Private",184400,6,"Never-married","Transport-moving","Own-child","Asian-Pac-Islander","Male",0,0,30,0
"13984",14826,29,"Private",169544,11,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,0
"6982",7425,34,"Private",27409,5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,0
"13490",14301,59,"Self-emp-inc",52822,13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,0
"17185",18204,58,"Self-emp-not-inc",165315,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,1
"13553",14369,48,"Self-emp-inc",56975,9,"Divorced","Sales","Unmarried","Asian-Pac-Islander","Female",0,0,84,0
"29860",31640,52,"Private",174752,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,1
"18177",19259,36,"State-gov",77146,14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,0
"24969",26459,60,"Self-emp-not-inc",38622,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"22582",23927,59,"Private",118358,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"7781",8278,43,"Private",209149,9,"Divorced","Other-service","Not-in-family","White","Female",0,0,35,0
"21179",22447,45,"Private",88061,7,"Married-spouse-absent","Machine-op-inspct","Unmarried","Asian-Pac-Islander","Female",0,0,40,0
"8357",8883,48,"Private",355978,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"229",242,41,"Self-emp-not-inc",196001,9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,20,0
"9824",10433,22,"Self-emp-inc",150683,9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,24,0
"445",473,35,"Private",285020,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"29004",30732,68,"Private",211162,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"27843",29502,38,"Private",220585,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,1
"23388",24777,32,"Private",356689,9,"Divorced","Adm-clerical","Unmarried","White","Male",3887,0,40,0
"19471",20633,33,"Private",137310,9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,0
"29905",31688,21,"Private",197997,10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,30,0
"1431",1527,33,"Private",159322,9,"Divorced","Other-service","Unmarried","White","Male",0,0,40,0
"17880",18944,51,"State-gov",172022,14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,1
"19091",20229,26,"Private",456618,10,"Never-married","Adm-clerical","Own-child","White","Male",2597,0,40,0
"26427",28000,21,"Private",140764,9,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,45,0
"3711",3971,44,"State-gov",296326,13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"1845",1966,29,"Private",452205,9,"Divorced","Other-service","Unmarried","White","Female",0,0,36,0
"15120",16022,22,"Private",112130,9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,0
"29950",31739,30,"Private",310889,10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,55,0
"12536",13305,60,"Private",145995,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,1
"6251",6659,47,"Local-gov",265097,9,"Married-civ-spouse","Other-service","Husband","White","Male",4386,0,40,1
"3010",3214,74,"Federal-gov",181508,9,"Widowed","Other-service","Not-in-family","White","Male",0,0,17,0
"6758",7196,27,"Self-emp-not-inc",206889,10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,0
"30137",31945,44,"Private",144067,13,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,12,0
"10176",10809,43,"State-gov",198965,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"19168",20311,41,"Private",41090,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,2002,60,0
"2499",2675,23,"Private",287681,4,"Never-married","Other-service","Not-in-family","White","Male",0,0,25,0
"25044",26539,28,"Private",328923,9,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,38,0
"9907",10522,36,"Self-emp-inc",116133,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,57,0
"19163",20306,44,"Federal-gov",113597,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,1
"7623",8113,48,"Private",91251,4,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,30,0
"9309",9890,22,"Private",219086,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,0
"7848",8347,28,"Private",203710,13,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,0
"11243",11946,25,"Private",124111,9,"Never-married","Other-service","Not-in-family","White","Female",0,0,38,0
"12796",13580,29,"State-gov",33798,10,"Divorced","Adm-clerical","Own-child","White","Male",0,0,20,0
"7328",7793,37,"Private",213008,11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,0
"23140",24515,30,"Private",207937,15,"Divorced","Prof-specialty","Not-in-family","White","Male",10520,0,50,1
"25208",26711,50,"Private",134766,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,1
"17564",18612,31,"Private",217460,9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,45,0
"376",397,45,"Private",96975,10,"Divorced","Handlers-cleaners","Unmarried","White","Female",0,0,40,0
"29793",31565,45,"Private",151267,13,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,1
"12547",13316,26,"Private",152855,9,"Never-married","Exec-managerial","Own-child","Other","Female",0,0,40,0
"11232",11934,43,"Federal-gov",56063,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,0
"23543",24945,37,"Private",103323,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"10414",11064,21,"Private",350001,10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,20,0
"28510",30200,21,"Private",239577,10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,0
"30380",32204,51,"Federal-gov",223206,16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",15024,0,40,1
"26396",27967,30,"Local-gov",27051,10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,0
"10631",11294,44,"Private",56483,13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,37,0
"19696",20874,47,"Private",198223,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"1216",1298,41,"Private",265266,12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,0
"14412",15275,27,"Private",34273,11,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1876,36,0
"2787",2978,61,"Private",716416,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,44,1
"18064",19138,37,"Private",25864,9,"Separated","Prof-specialty","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,0
"23795",25213,52,"Federal-gov",207841,10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,0
"17466",18506,25,"Federal-gov",55636,9,"Never-married","Handlers-cleaners","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,0
"23020",24390,43,"Private",152617,10,"Divorced","Adm-clerical","Own-child","White","Female",0,0,40,0
"10839",11518,23,"Private",342769,13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,20,0
"19464",20626,42,"Private",71458,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,0
"21333",22606,42,"State-gov",136996,10,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,48,0
"19053",20187,44,"Self-emp-not-inc",111483,6,"Never-married","Craft-repair","Own-child","White","Male",0,0,50,0
"15688",16626,59,"Private",114678,9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,60,0
"4441",4757,32,"Self-emp-not-inc",39369,13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"25194",26697,56,"Private",174040,9,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,0
"22571",23913,36,"Private",278576,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,0
"18405",19499,58,"Federal-gov",129786,6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"26142",27700,24,"Private",145111,9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,45,0
"24450",25908,21,"Private",212114,10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,8,0
"3332",3557,67,"Self-emp-not-inc",116057,9,"Divorced","Exec-managerial","Not-in-family","White","Female",3273,0,16,0
"15515",16442,26,"Private",485117,12,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"30635",32469,39,"Self-emp-not-inc",193689,9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,65,0
"25474",26985,42,"Private",66755,4,"Married-civ-spouse","Craft-repair","Husband","Other","Male",0,0,40,0
"4575",4900,44,"Local-gov",101593,14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1876,42,0
"17147",18161,44,"Private",121781,10,"Divorced","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,37,0
"3848",4119,29,"Private",190539,13,"Never-married","Sales","Not-in-family","White","Male",6849,0,48,0
"17714",18769,34,"Local-gov",143766,10,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,0
"27780",29434,20,"Private",249956,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,10,0
"10220",10858,34,"Private",349169,14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"9604",10205,30,"Private",198183,11,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"28312",29994,25,"Private",186370,9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"28625",30323,28,"Private",129460,11,"Married-civ-spouse","Handlers-cleaners","Wife","White","Female",0,0,30,0
"3146",3360,35,"Private",102976,14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,1
"18546",19647,27,"Private",38918,9,"Never-married","Transport-moving","Not-in-family","White","Male",0,1876,75,0
"10732",11403,22,"Private",305498,9,"Divorced","Sales","Own-child","White","Female",0,0,33,0
"17215",18238,23,"Private",133515,9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,0
"3396",3628,36,"Private",120760,14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,0
"3693",3949,40,"Private",338740,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"1461",1558,41,"Self-emp-not-inc",195124,9,"Never-married","Sales","Not-in-family","White","Male",0,0,50,0
"22501",23840,36,"Private",225516,12,"Never-married","Sales","Not-in-family","Black","Male",10520,0,43,1
"12035",12774,24,"Private",132327,10,"Married-spouse-absent","Sales","Unmarried","Other","Female",0,0,30,0
"13810",14642,22,"Private",110371,9,"Married-civ-spouse","Other-service","Own-child","White","Male",0,0,50,0
"6883",7324,26,"Private",155213,13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,48,0
"14704",15587,47,"Private",162741,12,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",15024,0,40,1
"24835",26316,30,"Self-emp-inc",356689,9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,60,0
"17997",19067,53,"Local-gov",231196,9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,0
"29314",31058,33,"Private",256062,10,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,35,0
"15616",16550,35,"Private",112512,9,"Widowed","Other-service","Own-child","White","Female",0,0,40,0
"16859",17863,33,"Private",125762,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,44,1
"15228",16138,48,"Private",174829,12,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"17222",18246,44,"Self-emp-not-inc",216921,6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,70,0
"9690",10294,19,"Private",187570,9,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,0
"13013",13804,63,"Private",176696,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"14556",15426,31,"Self-emp-inc",114937,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,1
"28351",30033,24,"Private",214542,10,"Never-married","Craft-repair","Own-child","White","Male",0,0,60,0
"18962",20091,63,"Self-emp-not-inc",404547,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,0
"17577",18627,35,"Private",189382,9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,0
"17008",18018,26,"Private",291586,13,"Never-married","Transport-moving","Own-child","White","Male",0,0,20,0
"19502",20667,38,"Private",156728,13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,56,0
"4831",5166,22,"Private",36011,11,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,0
"26685",28275,24,"Private",130741,13,"Never-married","Sales","Own-child","White","Male",0,0,40,0
"20309",21526,18,"Private",159561,7,"Never-married","Transport-moving","Own-child","White","Male",0,0,20,0
"21302",22575,59,"Private",308118,12,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,40,1
"10958",11647,23,"Local-gov",287988,13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,0
"13082",13876,44,"Private",156815,9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"4306",4611,30,"Private",350979,9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,0
"30650",32485,48,"Private",268083,10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,0
"29488",31245,40,"Private",100292,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,1
"100",104,20,"Private",188300,10,"Never-married","Tech-support","Own-child","White","Female",0,0,40,0
"872",931,42,"Private",162003,9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,55,0
"8166",8679,32,"Private",105938,9,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,1602,20,0
"16925",17933,71,"Private",137499,9,"Widowed","Sales","Other-relative","White","Female",0,0,16,0
"1615",1725,21,"Private",57711,9,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,0
"24162",25602,40,"Local-gov",147372,10,"Never-married","Protective-serv","Not-in-family","White","Male",0,2444,40,1
"9381",9966,29,"Private",24153,10,"Married-civ-spouse","Other-service","Wife","Amer-Indian-Eskimo","Female",0,0,40,0
"14305",15162,38,"Private",81232,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"10103",10732,30,"Local-gov",108386,11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,0
"18211",19294,51,"Private",280093,9,"Separated","Adm-clerical","Other-relative","White","Female",0,0,40,0
"15377",16298,46,"Private",173243,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"26003",27548,50,"Self-emp-not-inc",27539,10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",7688,0,40,1
"23813",25233,23,"Private",32950,10,"Never-married","Transport-moving","Not-in-family","White","Male",4101,0,40,0
"4222",4521,35,"Private",301614,9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,60,0
"23874",25298,69,"Federal-gov",143849,7,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,20,0
"6463",6882,52,"State-gov",303462,10,"Separated","Protective-serv","Unmarried","White","Male",0,0,40,0
"20514",21743,33,"Private",162572,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,1
"9431",10020,35,"Private",171968,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"14790",15678,48,"Private",130812,9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,0
"17093",18107,31,"State-gov",124020,12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,1
"16580",17565,44,"Private",205051,6,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,0
"18791",19908,23,"State-gov",283499,9,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,0
"12016",12755,43,"Private",112494,9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,0
"13345",14148,32,"Private",331539,13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,50,1
"1388",1483,53,"Self-emp-inc",263925,9,"Married-civ-spouse","Sales","Husband","White","Male",99999,0,40,1
"12191",12939,65,"Private",80174,9,"Divorced","Exec-managerial","Other-relative","White","Female",1848,0,50,0
"29697",31466,48,"Self-emp-not-inc",191389,10,"Separated","Sales","Unmarried","White","Female",0,0,50,0
"17426",18463,42,"Private",367533,6,"Married-civ-spouse","Craft-repair","Own-child","Other","Male",0,0,43,1
"22039",23353,28,"Private",207513,9,"Never-married","Sales","Own-child","White","Male",0,0,48,0
"9575",10176,50,"Self-emp-not-inc",225772,16,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,60,1
"21975",23283,71,"State-gov",26109,15,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,28,0
"13817",14650,24,"Private",275093,9,"Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,36,0
"7655",8146,41,"Private",207685,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,0
"20157",21360,29,"Private",49087,13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,0
"17942",19010,31,"Private",186144,4,"Never-married","Machine-op-inspct","Not-in-family","Other","Female",0,0,40,0
"10228",10866,24,"Private",441700,13,"Never-married","Tech-support","Own-child","White","Male",0,0,40,0
"17198",18217,54,"Private",118793,9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,0
"9697",10301,23,"Private",278391,9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,0
"28065",29734,33,"Private",59083,13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,45,1
"12305",13060,24,"Private",385540,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,0
"10818",11495,50,"Federal-gov",307555,13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,60,1
"11978",12717,28,"Private",224506,10,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,0
"16156",17123,33,"Federal-gov",37546,15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,1
"10984",11674,49,"Private",30219,9,"Divorced","Craft-repair","Not-in-family","White","Male",0,1669,40,0
"16390",17367,38,"Private",48779,10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,1
"14751",15637,50,"Private",172511,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"6619",7046,35,"Private",343403,16,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,20,0
"22618",23965,38,"Self-emp-not-inc",58972,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,0
"24213",25654,45,"Private",187969,11,"Never-married","Sales","Not-in-family","White","Female",0,0,38,0
"937",999,40,"Private",82465,10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2580,0,40,0
"24164",25604,28,"Private",110164,10,"Divorced","Other-service","Other-relative","Black","Male",0,0,24,0
"11226",11928,36,"Local-gov",175255,9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,0
"28137",29811,17,"Private",206998,7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,10,0
"21819",23117,31,"Private",382368,10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"6497",6918,24,"Private",284317,13,"Never-married","Other-service","Own-child","White","Female",0,0,30,0
"17051",18064,17,"Self-emp-inc",181608,6,"Never-married","Sales","Own-child","White","Male",0,0,12,0
"4347",4655,33,"Private",401104,9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,1
"9958",10576,70,"Private",170428,13,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,20,0
"2418",2588,36,"Private",153205,13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,45,0
"27948",29611,60,"Private",399387,4,"Separated","Priv-house-serv","Unmarried","Black","Female",0,0,15,0
"6396",6811,55,"Private",193568,9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"24795",26272,37,"Private",220644,9,"Divorced","Other-service","Unmarried","Black","Female",0,0,40,0
"824",879,39,"Private",117683,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,1
"16412",17389,39,"Private",141584,14,"Never-married","Sales","Not-in-family","White","Male",0,2444,45,1
"17225",18249,45,"Private",81132,10,"Married-civ-spouse","Tech-support","Husband","Asian-Pac-Islander","Male",0,0,55,1
"13891",14730,40,"State-gov",195520,10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,49,0
"1788",1907,45,"Local-gov",339681,14,"Divorced","Prof-specialty","Unmarried","White","Female",1506,0,45,0
"16474",17454,39,"Private",117683,6,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,45,0
"2879",3076,18,"Private",130849,10,"Never-married","Sales","Own-child","White","Female",0,0,15,0
"19527",20693,60,"Private",276009,9,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,30,0
"18755",19870,32,"Private",182714,9,"Never-married","Sales","Not-in-family","White","Female",0,0,45,0
"26176",27738,34,"Private",261023,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1651,38,0
"16413",17390,42,"Private",529216,9,"Separated","Transport-moving","Other-relative","Black","Male",0,0,40,0
"19509",20674,44,"Private",163215,8,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,0
"25746",27276,25,"Private",104193,9,"Never-married","Other-service","Own-child","White","Female",114,0,40,0
"26211",27774,17,"Private",57723,7,"Never-married","Sales","Own-child","White","Male",0,0,30,0
"17254",18280,72,"Private",183616,9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,0
"29868",31648,43,"Private",99185,9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,58,0
"11798",12530,65,"Private",172510,10,"Widowed","Prof-specialty","Not-in-family","White","Female",1848,0,20,0
"389",412,24,"Private",241951,9,"Never-married","Handlers-cleaners","Unmarried","Black","Female",0,0,40,0
"16702",17693,48,"Self-emp-inc",30575,11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,70,1
"25146",26646,45,"Self-emp-not-inc",184285,13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,0
"1596",1704,29,"Private",112031,9,"Divorced","Craft-repair","Not-in-family","White","Female",0,0,50,0
"19128",20266,28,"Private",140845,6,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,155,40,0
"13549",14365,23,"Private",175266,10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,0
"30618",32452,40,"Private",195617,10,"Separated","Exec-managerial","Unmarried","White","Female",0,0,20,0
"14329",15187,40,"Private",222011,14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,1
"22342",23672,56,"Local-gov",212864,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,1
"29513",31272,74,"Private",54732,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,1
"15461",16385,21,"Private",253190,9,"Never-married","Other-service","Own-child","White","Male",0,0,40,0
"11996",12735,18,"Private",282394,10,"Never-married","Sales","Own-child","Black","Female",0,0,21,0
"14353",15212,36,"Private",33983,11,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,42,1
"13408",14215,32,"Private",167106,9,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,40,0
"17400",18437,33,"Federal-gov",293550,10,"Married-civ-spouse","Tech-support","Wife","White","Female",4064,0,40,0
"28590",30286,41,"Private",212894,3,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"4172",4468,40,"Private",123557,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,0
"17647",18698,60,"Private",148522,10,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,40,0
"30271",32091,66,"Private",115498,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,55,1
"707",755,39,"Private",48093,9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,0
"4846",5182,18,"Private",242893,7,"Never-married","Craft-repair","Own-child","White","Male",0,0,35,0
"14469",15336,52,"Private",146711,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,1
"4972",5319,39,"Local-gov",45607,9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,56,0
"16397",17374,28,"Private",232653,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"16279",17250,32,"Private",44677,13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"22989",24357,67,"Private",89346,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"1994",2128,35,"Private",23621,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,70,0
"20483",21711,56,"Private",179781,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"26756",28351,23,"Private",180837,9,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,40,0
"21093",22354,52,"Private",152373,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2105,0,40,0
"6976",7419,47,"Self-emp-inc",332355,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,1
"899",959,33,"Self-emp-not-inc",123424,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"19596",20764,25,"Private",121712,13,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,0
"23537",24939,48,"Private",70209,10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,20,0
"11817",12550,18,"Private",283637,10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"8255",8774,49,"State-gov",142856,9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"9908",10523,56,"Self-emp-not-inc",196307,13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,20,0
"24789",26266,41,"Private",41901,10,"Never-married","Craft-repair","Not-in-family","White","Male",0,1408,40,0
"16887",17893,40,"Private",189666,9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,45,0
"6228",6634,33,"Private",209768,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"16496",17478,32,"Private",177531,6,"Divorced","Other-service","Unmarried","Black","Female",0,0,23,0
"26860",28460,29,"Private",152461,13,"Never-married","Prof-specialty","Unmarried","White","Female",14344,0,50,1
"22194",23516,76,"Private",142535,9,"Widowed","Adm-clerical","Not-in-family","White","Male",0,0,6,0
"25212",26715,27,"Federal-gov",257124,13,"Never-married","Transport-moving","Other-relative","White","Male",0,0,35,0
