"","country","year","working_hours"
"675","New Zealand","2005.0",34.8096149151142
"676","Norway","2005.0",27.3076923076923
"677","Poland","2005.0",38.3461538461538
"678","Portugal","2005.0",33.6923076923077
"679","Slovak Republic","2005.0",33.4884620079627
"680","Spain","2005.0",32.1519235464243
"681","Sweden","2005.0",30.9025010329026
"682","Switzerland","2005.0",32.1038466233474
"683","Turkey","2005.0",36.8846153846154
"684","United Kingdom","2005.0",32.2269240159255
"685","United States","2005.0",34.5192307692308
"686","Australia","2006.0",33.140385554387
"687","Austria","2006.0",31.8173076923077
"688","Belgium","2006.0",30.2115384615385
"689","Canada","2006.0",33.4230769230769
"690","Czech Rep.","2006.0",38.4000009390024
"691","Denmark","2006.0",30.265385554387
"692","Finland","2006.0",32.9519230769231
"693","France","2006.0",30.155768761268
"694","Germany","2006.0",27.5519221379207
"695","Hungary","2006.0",38.2538452148438
"696","Iceland","2006.0",34.5192307692308
"697","Ireland","2006.0",31.5384615384615
"698","Italy","2006.0",34.8865379920373
"699","Japan","2006.0",34.3076923076923
"700","Korea, Rep.","2006.0",44.3269230769231
"701","Luxembourg","2006.0",30.8461538461538
"702","Mexico","2006.0",36.2153836763822
"703","Netherlands","2006.0",26.75
"704","New Zealand","2006.0",34.3634620079627
"705","Norway","2006.0",27.0807682917668
"706","Poland","2006.0",38.1730769230769
"707","Portugal","2006.0",33.8076923076923
"708","Slovak Republic","2006.0",33.6346153846154
"709","Spain","2006.0",31.8211529071514
"710","Sweden","2006.0",30.3036545973558
"711","Switzerland","2006.0",31.8711547851562
"712","United Kingdom","2006.0",32.0903836763822
"713","United States","2006.0",34.5576923076923
"714","Australia","2007.0",33.109614445613
"715","Austria","2007.0",31.7613454965445
"716","Belgium","2007.0",30.1153846153846
"717","Canada","2007.0",33.390385554387
"718","Czech Rep.","2007.0",38.1819223257212
"719","Finland","2007.0",32.6538461538462
"720","France","2007.0",30.0125004695012
"721","Germany","2007.0",27.5576923076923
"722","Hungary","2007.0",38.2000004695012
"723","Iceland","2007.0",34.75
"724","Ireland","2007.0",31.3461538461538
"725","Italy","2007.0",35.0705777681791
"726","Japan","2007.0",34.3269230769231
"727","Luxembourg","2007.0",29.6538461538462
"728","Mexico","2007.0",35.9888469989483
"729","Netherlands","2007.0",26.7692307692308
"730","New Zealand","2007.0",34.0653850848858
"731","Norway","2007.0",27.1365379920373
"732","Poland","2007.0",38
"733","Portugal","2007.0",33.2307692307692
"734","Spain","2007.0",31.7730759840745
"735","Sweden","2007.0",30.0330763596755
"736","United Kingdom","2007.0",32.1153846153846
"737","United States","2007.0",34.5
