"","age","net","gun","sex","year","nruns","runs_again"
"1611",46,NA,97.42,"F",2008,3,FALSE
"1612",39,NA,104.3,"F",2008,3,FALSE
"1613",49,93.13,96.03,"F",2001,3,FALSE
"1614",39,96.2,102.3,"F",2005,5,TRUE
"1615",45,NA,95.93,"F",2008,3,FALSE
"1616",53,NA,101.3,"F",2007,4,TRUE
"1617",45,60.63,60.7,"M",2002,6,TRUE
"1618",48,NA,69.92,"F",2008,3,FALSE
"1619",28,NA,86.53,"F",2007,4,TRUE
"1620",66,127.3,132.1,"F",2004,3,FALSE
"1621",39,NA,105.8,"F",2007,4,TRUE
"1622",47,121.4,130,"F",2006,5,TRUE
"1623",34,NA,121.4,"F",2007,3,FALSE
"1624",30,NA,117.8,"F",2007,3,FALSE
"1625",33,NA,103.2,"F",2008,3,FALSE
"1626",25,NA,106.4,"F",2008,3,FALSE
"1627",33,86.33,93.72,"F",2004,3,FALSE
"1628",51,89.88,90.98,"F",2004,3,FALSE
"1629",39,84.43,88.7,"F",2002,3,FALSE
"1630",26,98.67,102.8,"F",2005,3,FALSE
"1631",25,87.85,91.13,"F",2005,3,FALSE
"1632",40,78.25,79.97,"F",2005,3,FALSE
"1633",30,97.1,101.4,"F",2001,3,FALSE
"1634",52,NA,90.22,"F",2007,3,FALSE
"1635",36,64.1,64.17,"F",2004,5,TRUE
"1636",47,NA,118.7,"F",2008,3,FALSE
"1637",45,NA,90.97,"F",2007,3,FALSE
"1638",43,90.5,93.42,"F",2002,3,FALSE
"1639",29,NA,75.65,"F",2007,4,TRUE
"1640",27,103.6,108.7,"F",2004,3,FALSE
"1641",34,NA,99.07,"F",2007,4,TRUE
"1642",41,81.7,84.7,"F",2004,3,FALSE
"1643",44,84.92,89.92,"F",2005,3,FALSE
"1644",27,73.55,73.73,"F",2005,3,FALSE
"1645",32,84.92,89.53,"F",2002,5,TRUE
"1646",25,88.37,90,"F",2005,3,FALSE
"1647",48,NA,83.28,"F",2007,4,TRUE
"1648",38,NA,131.2,"F",2008,3,FALSE
"1649",30,75.42,76.4,"F",2003,5,TRUE
"1650",29,NA,100.6,"F",2007,4,TRUE
"1651",33,97.15,100.1,"F",2005,3,FALSE
"1652",29,71.3,71.83,"F",2003,5,TRUE
"1653",30,87.75,90.95,"F",2001,6,TRUE
"1654",50,110.7,116.2,"F",2005,4,TRUE
"1655",30,81.78,82.33,"F",2003,3,FALSE
"1656",34,98.12,101,"F",2001,4,TRUE
"1657",30,95.13,98.13,"F",2003,3,FALSE
"1658",30,NA,101.4,"F",2007,4,TRUE
"1659",57,92.9,96.37,"F",2002,4,TRUE
"1660",51,85.82,86.07,"F",2001,9,TRUE
"1661",35,81.03,85.67,"F",2004,4,TRUE
"1662",37,104.8,108.8,"F",2005,4,TRUE
"1663",55,138,140.4,"F",2003,6,TRUE
"1664",52,103.8,109.2,"F",2002,3,FALSE
"1665",39,103.7,109.9,"F",2003,4,TRUE
"1666",38,NA,118.8,"F",2007,3,FALSE
"1667",35,86.4,87.78,"F",2003,6,TRUE
"1668",57,NA,83.43,"F",2008,3,FALSE
"1669",50,110.2,112.9,"F",2003,4,TRUE
"1670",44,95.25,102.2,"F",2005,4,TRUE
"1671",46,122,126.1,"F",2002,3,FALSE
"1672",48,NA,103.8,"F",2008,3,FALSE
"1673",53,NA,106.6,"F",2007,3,FALSE
"1674",46,88.93,93.73,"F",2002,4,TRUE
"1675",59,91.95,92.7,"F",2003,5,TRUE
"1676",56,88,89.82,"M",2005,3,FALSE
"1677",41,83.22,84.17,"M",2002,6,TRUE
"1678",28,NA,111.3,"M",2008,3,FALSE
"1679",65,103.6,108.6,"M",2002,3,FALSE
"1680",51,NA,96.13,"F",2007,4,TRUE
"1681",30,NA,99.88,"F",2007,4,TRUE
"1682",35,96.7,99.88,"F",2006,3,FALSE
"1683",37,NA,95,"M",2007,4,TRUE
"1684",38,NA,73.42,"M",2008,3,FALSE
"1685",34,75.57,76.92,"F",2002,5,TRUE
"1686",28,74.23,77.15,"F",2004,3,FALSE
"1687",28,NA,100.6,"F",2008,3,FALSE
"1688",33,NA,84.52,"F",2007,3,FALSE
"1689",29,NA,86.5,"F",2007,4,TRUE
"1690",25,NA,94.33,"F",2008,3,FALSE
"1691",24,86.42,90.08,"F",2006,5,TRUE
"1692",35,74.48,75.9,"F",2006,3,FALSE
"1693",26,81,82.17,"F",2006,5,TRUE
"1694",29,102.4,108.1,"F",2006,3,FALSE
"1695",30,NA,129.3,"F",2008,3,FALSE
"1696",26,NA,93.28,"F",2008,3,FALSE
"1697",30,82.8,84.77,"F",2001,3,FALSE
"1698",26,NA,70.23,"F",2007,3,FALSE
"1699",29,96.15,102.9,"F",2003,5,TRUE
"1700",54,NA,81.23,"M",2007,4,TRUE
"1701",43,74.38,75.65,"M",2001,9,TRUE
"1702",36,90.85,94.62,"M",2005,3,FALSE
"1703",40,NA,76.78,"M",2007,4,TRUE
"1704",34,112.8,115.9,"F",2006,3,FALSE
"1705",33,NA,87.45,"M",2008,3,FALSE
"1706",36,86.38,92.7,"M",2004,3,FALSE
"1707",35,NA,86.77,"M",2008,3,FALSE
"1708",26,NA,84.32,"M",2007,4,TRUE
"1709",57,72.03,72.23,"M",2006,5,TRUE
"1710",37,81.42,82.43,"M",2001,5,TRUE
"1711",30,NA,72.02,"M",2008,3,FALSE
"1712",37,103.4,104.3,"M",2006,5,TRUE
"1713",39,79.08,79.88,"M",2003,4,TRUE
"1714",30,NA,81.68,"M",2008,3,FALSE
"1715",36,NA,71.62,"M",2008,3,FALSE
"1716",34,77.83,78.87,"M",2002,3,FALSE
"1717",46,NA,107.1,"M",2007,3,FALSE
"1718",48,NA,71.23,"M",2008,3,FALSE
"1719",38,95.4,99.93,"M",2003,4,TRUE
"1720",31,NA,67.75,"M",2008,3,FALSE
"1721",56,87.5,89.67,"M",2001,9,TRUE
"1722",32,NA,75.12,"M",2007,4,TRUE
"1723",30,NA,50.47,"M",2007,3,FALSE
"1724",55,77.83,79.82,"M",2004,6,TRUE
"1725",29,NA,92.6,"M",2008,3,FALSE
"1726",53,80.5,85.23,"M",2003,3,FALSE
"1727",37,NA,81.23,"M",2008,3,FALSE
"1728",31,61.6,61.67,"M",2005,3,FALSE
"1729",41,73.47,73.97,"M",2002,5,TRUE
"1730",29,56.82,56.87,"M",2002,4,TRUE
"1731",34,82.57,84.78,"M",2005,3,FALSE
"1732",32,NA,122.7,"M",2007,3,FALSE
"1733",36,83.02,86.08,"M",2006,3,FALSE
"1734",47,NA,89.73,"M",2007,4,TRUE
"1735",67,NA,97.48,"M",2008,3,FALSE
"1736",37,67.92,68.35,"M",2003,8,TRUE
"1737",32,85.8,86.7,"M",2004,4,TRUE
"1738",29,83.5,85.1,"M",2002,4,TRUE
"1739",35,70.08,72.18,"M",2006,4,TRUE
"1740",27,NA,110.2,"F",2008,3,FALSE
"1741",28,99.32,104.8,"F",2003,6,TRUE
"1742",32,119.8,125,"F",2005,3,FALSE
"1743",30,NA,70.93,"F",2007,3,FALSE
"1744",30,90.25,90.93,"F",2004,5,TRUE
"1745",44,99.72,105.6,"F",2005,6,TRUE
"1746",29,NA,119.9,"F",2007,4,TRUE
"1747",35,81.78,83.5,"F",2006,3,FALSE
"1748",35,NA,99.85,"F",2007,4,TRUE
"1749",36,96.12,102.5,"F",2004,7,TRUE
"1750",36,72.52,73.1,"M",2002,7,TRUE
"1751",30,NA,81.13,"M",2008,3,FALSE
"1752",30,NA,73.52,"M",2007,3,FALSE
"1753",26,52.9,52.93,"M",2004,3,FALSE
"1754",20,72.57,79.93,"M",2005,3,FALSE
"1755",39,85.28,86.5,"M",2005,3,FALSE
"1756",29,NA,94.1,"F",2008,3,FALSE
"1757",31,NA,90.42,"F",2007,4,TRUE
"1758",35,113.2,115.6,"F",2006,4,TRUE
"1759",40,92.03,94.03,"F",2002,3,FALSE
"1760",26,NA,94.65,"F",2008,3,FALSE
"1761",33,NA,104.7,"F",2008,3,FALSE
"1762",39,86.73,91.48,"F",2002,5,TRUE
"1763",41,101.4,107.5,"F",2002,6,TRUE
"1764",33,90.45,90.63,"F",2006,4,TRUE
"1765",29,114.2,122.5,"F",2005,4,TRUE
"1766",29,88.92,89.75,"F",2005,4,TRUE
"1767",23,98.53,104.4,"F",2006,5,TRUE
"1768",34,130.4,131.9,"F",2005,4,TRUE
"1769",31,78.38,79.8,"M",2004,6,TRUE
"1770",26,84.97,88.7,"F",2006,5,TRUE
"1771",26,NA,98.7,"F",2007,4,TRUE
"1772",23,81.1,82.07,"F",2002,6,TRUE
"1773",31,86.28,89.55,"F",2003,3,FALSE
"1774",28,NA,80.53,"F",2007,3,FALSE
"1775",30,85.7,86.3,"F",2001,4,TRUE
"1776",27,NA,106.2,"F",2008,3,FALSE
"1777",29,95.42,99.82,"F",2004,4,TRUE
"1778",33,NA,78.12,"F",2007,4,TRUE
"1779",26,77.6,82.18,"F",2006,3,FALSE
"1780",30,NA,84,"F",2007,3,FALSE
"1781",30,NA,110.1,"F",2008,3,FALSE
"1782",40,69.7,70.32,"M",2004,3,FALSE
"1783",40,77.38,80.73,"M",2003,5,TRUE
"1784",52,80.97,80.97,"M",2002,9,TRUE
"1785",70,127.3,133.3,"M",2003,7,TRUE
"1786",40,71.05,71.68,"M",2005,4,TRUE
"1787",29,64.85,65.17,"M",2005,3,FALSE
"1788",55,107.4,112.3,"M",2002,7,TRUE
"1789",29,86.08,88.38,"M",2004,3,FALSE
"1790",37,NA,116.7,"F",2007,4,TRUE
"1791",41,89.18,89.18,"F",2002,3,FALSE
"1792",24,NA,87.78,"F",2008,3,FALSE
"1793",34,NA,102.7,"M",2008,3,FALSE
"1794",31,93.73,103.7,"M",2006,3,FALSE
"1795",34,73.83,75.4,"M",2005,6,TRUE
"1796",17,NA,97.43,"M",2008,3,FALSE
"1797",42,NA,83.62,"F",2008,3,FALSE
"1798",52,110.2,110.8,"F",2001,6,TRUE
"1799",56,NA,109.8,"F",2007,4,TRUE
"1800",42,NA,112,"F",2008,3,FALSE
"1801",46,118.1,121.6,"F",2004,4,TRUE
"1802",45,NA,90.12,"F",2007,4,TRUE
"1803",54,NA,139,"F",2007,4,TRUE
"1804",50,NA,92.28,"F",2008,3,FALSE
"1805",31,101.4,102.6,"F",2003,3,FALSE
"1806",33,75.58,79.18,"F",2005,3,FALSE
"1807",64,NA,95.65,"F",2008,3,FALSE
"1808",46,66.98,67,"M",2003,3,FALSE
"1809",39,79.82,80.45,"F",2001,3,FALSE
"1810",39,78.25,82.43,"F",2001,4,TRUE
"1811",53,NA,88.57,"F",2008,3,FALSE
"1812",47,101.5,107.5,"F",2003,3,FALSE
"1813",51,76.22,76.83,"M",2001,4,TRUE
"1814",50,93.1,94.52,"M",2005,4,TRUE
"1815",42,NA,127.6,"M",2007,3,FALSE
"1816",33,103.5,106.4,"F",2002,4,TRUE
"1817",51,96.23,98.08,"F",2002,8,TRUE
"1818",48,90.67,94.8,"F",2002,7,TRUE
"1819",31,NA,102.2,"F",2007,3,FALSE
"1820",46,80.52,81.82,"M",2001,5,TRUE
"1821",46,81.05,82.02,"M",2001,4,TRUE
"1822",68,87.68,89.2,"M",2001,5,TRUE
"1823",34,71.18,71.7,"M",2002,3,FALSE
"1824",63,NA,80.6,"M",2008,3,FALSE
"1825",41,74.37,74.85,"M",2001,7,TRUE
"1826",33,89.27,95.93,"M",2004,3,FALSE
"1827",54,NA,82.62,"M",2008,3,FALSE
"1828",44,76.62,77.35,"M",2002,3,FALSE
"1829",52,NA,71,"M",2007,3,FALSE
"1830",37,73.75,75.18,"M",2006,3,FALSE
"1831",43,NA,76.1,"M",2007,3,FALSE
"1832",40,97.15,99.17,"M",2004,6,TRUE
"1833",48,77.95,78.37,"M",2002,8,TRUE
"1834",55,73.87,74.6,"M",2001,4,TRUE
"1835",59,88.87,91,"M",2006,4,TRUE
"1836",55,95.8,97.13,"M",2001,6,TRUE
"1837",33,62.87,62.95,"M",2001,3,FALSE
"1838",56,89.6,94.12,"M",2003,4,TRUE
"1839",48,109.4,115.6,"M",2006,3,FALSE
"1840",39,73.82,74.7,"M",2001,9,TRUE
"1841",49,105.5,108.4,"M",2002,3,FALSE
"1842",37,77.58,82.82,"M",2005,3,FALSE
"1843",43,87.9,89.98,"M",2002,5,TRUE
"1844",47,75.8,75.8,"M",2005,3,FALSE
"1845",58,84.1,85.38,"M",2003,5,TRUE
"1846",31,53.28,53.32,"M",2004,6,TRUE
"1847",42,76.72,77.2,"M",2005,6,TRUE
"1848",31,92.72,92.72,"M",2003,3,FALSE
"1849",35,80.95,82.38,"M",2003,5,TRUE
"1850",43,NA,78.65,"M",2007,3,FALSE
"1851",37,NA,114.4,"M",2007,3,FALSE
"1852",54,87.13,87.3,"M",2004,7,TRUE
"1853",54,94.47,99.1,"M",2001,3,FALSE
"1854",64,NA,124.6,"M",2008,3,FALSE
"1855",61,79.28,80.52,"M",2001,9,TRUE
"1856",57,134.3,137.8,"M",2004,3,FALSE
"1857",49,NA,100.2,"F",2007,3,FALSE
"1858",61,NA,101.2,"M",2007,3,FALSE
"1859",74,NA,114.6,"M",2007,3,FALSE
"1860",53,91.7,93.57,"M",2005,3,FALSE
"1861",55,94.52,96.58,"F",2004,6,TRUE
"1862",57,NA,108.3,"M",2008,3,FALSE
"1863",57,104.4,108,"M",2005,6,TRUE
"1864",30,NA,65.98,"M",2008,3,FALSE
"1865",38,79.02,79.53,"F",2002,6,TRUE
"1866",28,77.62,78.23,"F",2005,4,TRUE
"1867",40,93.18,100.9,"F",2005,3,FALSE
"1868",43,NA,98.87,"F",2007,3,FALSE
"1869",51,76.3,76.4,"F",2003,4,TRUE
"1870",43,89.08,93.7,"F",2006,4,TRUE
"1871",46,97.03,102.6,"F",2002,6,TRUE
"1872",32,NA,74.92,"M",2008,3,FALSE
"1873",41,86.45,87.32,"F",2006,4,TRUE
"1874",56,NA,101.7,"F",2007,3,FALSE
"1875",36,NA,98.07,"M",2007,3,FALSE
"1876",34,109.7,116.6,"M",2003,3,FALSE
"1877",33,96.7,101,"M",2004,5,TRUE
"1878",54,NA,92.15,"M",2007,4,TRUE
"1879",48,109.8,111.2,"M",2002,5,TRUE
"1880",50,110.7,114,"M",2001,8,TRUE
"1881",48,81.77,88.38,"M",2005,5,TRUE
"1882",54,68.45,68.63,"M",2002,7,TRUE
"1883",37,98.22,104.1,"M",2005,3,FALSE
"1884",38,80.62,82.45,"M",2002,7,TRUE
"1885",48,77.88,78.43,"M",2002,4,TRUE
"1886",46,NA,116,"M",2007,3,FALSE
"1887",43,NA,61.27,"M",2007,3,FALSE
"1888",49,NA,97.98,"M",2008,3,FALSE
"1889",44,NA,118.8,"M",2007,4,TRUE
"1890",43,78.87,82.15,"M",2005,3,FALSE
"1891",58,96.68,100.6,"M",2002,3,FALSE
"1892",51,131.8,137,"M",2003,8,TRUE
"1893",59,82.25,86.4,"M",2006,5,TRUE
"1894",46,NA,85.93,"M",2008,3,FALSE
"1895",40,NA,68.12,"M",2007,3,FALSE
"1896",48,65.17,65.4,"M",2003,8,TRUE
"1897",36,95.22,101.5,"M",2002,3,FALSE
"1898",59,79.77,80.65,"M",2006,3,FALSE
"1899",50,99.22,102.9,"M",2003,3,FALSE
"1900",53,92.3,98.2,"M",2001,5,TRUE
"1901",48,76.8,77.15,"M",2005,6,TRUE
"1902",46,87.55,89.63,"M",2002,5,TRUE
"1903",45,64.87,65,"M",2002,5,TRUE
"1904",47,105.6,110.9,"M",2005,4,TRUE
"1905",28,NA,85.92,"M",2008,3,FALSE
"1906",25,97.23,98.92,"F",2004,3,FALSE
"1907",54,98.7,99.55,"F",2001,5,TRUE
"1908",31,76.15,77.62,"F",2006,3,FALSE
"1909",39,109.6,116.8,"F",2004,3,FALSE
"1910",40,80.83,84.15,"F",2003,3,FALSE
"1911",54,85.45,90.82,"M",2001,4,TRUE
"1912",55,80.18,80.35,"M",2004,7,TRUE
"1913",51,80.88,82.53,"M",2003,3,FALSE
"1914",36,NA,98.47,"M",2008,3,FALSE
"1915",38,85.93,95.72,"M",2006,4,TRUE
"1916",41,94.1,96.7,"F",2005,6,TRUE
"1917",30,86.17,92.45,"M",2003,3,FALSE
"1918",42,79.23,80.77,"M",2001,3,FALSE
"1919",36,NA,80.87,"M",2008,3,FALSE
"1920",43,NA,104.7,"M",2008,3,FALSE
"1921",50,80.62,82.08,"M",2001,6,TRUE
"1922",47,57.35,57.38,"M",2005,3,FALSE
"1923",36,91.52,97.02,"M",2005,3,FALSE
"1924",35,76.3,82.82,"M",2002,5,TRUE
"1925",49,102.6,108.5,"M",2003,3,FALSE
"1926",52,82.22,83.73,"M",2001,6,TRUE
"1927",58,94.1,99.9,"M",2002,4,TRUE
"1928",56,98.5,99.97,"M",2004,4,TRUE
"1929",40,NA,113.2,"M",2007,3,FALSE
"1930",42,67.82,67.93,"M",2001,5,TRUE
"1931",66,108.5,112.8,"M",2002,3,FALSE
"1932",37,NA,95.53,"M",2007,4,TRUE
"1933",49,92.6,94.95,"M",2001,5,TRUE
"1934",50,98.88,105.6,"M",2004,3,FALSE
"1935",37,105.4,106.1,"M",2004,3,FALSE
"1936",36,66.98,67.03,"M",2004,5,TRUE
"1937",55,71.93,76.4,"M",2002,3,FALSE
"1938",45,62.08,62.18,"M",2006,3,FALSE
"1939",52,96.97,97.98,"M",2002,7,TRUE
"1940",37,127.9,131.7,"M",2004,5,TRUE
"1941",72,96.65,97.47,"M",2004,3,FALSE
"1942",64,NA,91.42,"M",2007,4,TRUE
"1943",70,76.38,76.55,"M",2002,7,TRUE
"1944",65,116,121,"M",2003,4,TRUE
"1945",46,70.52,71.02,"M",2003,7,TRUE
"1946",51,NA,84.48,"M",2008,3,FALSE
"1947",41,83.12,86.33,"M",2005,3,FALSE
"1948",41,NA,93.78,"M",2008,3,FALSE
"1949",44,68.7,69.68,"M",2006,4,TRUE
"1950",61,93,95.58,"M",2005,4,TRUE
"1951",48,77.92,78.3,"M",2001,4,TRUE
"1952",38,NA,85.72,"M",2007,3,FALSE
"1953",60,95.33,99.75,"M",2002,7,TRUE
"1954",40,86.1,89.27,"F",2004,3,FALSE
"1955",33,75.07,78.98,"M",2001,6,TRUE
"1956",36,63.93,64.08,"M",2001,3,FALSE
"1957",49,83.42,85.58,"M",2004,5,TRUE
"1958",31,98.45,105.9,"F",2004,4,TRUE
"1959",26,92.1,95.57,"F",2003,3,FALSE
"1960",34,71.92,76.35,"M",2002,4,TRUE
"1961",59,82.55,83.15,"M",2002,5,TRUE
"1962",52,NA,78.7,"M",2007,4,TRUE
"1963",27,47.4,47.42,"M",2006,3,FALSE
"1964",32,NA,76.63,"M",2007,4,TRUE
"1965",44,NA,102.6,"F",2007,4,TRUE
"1966",39,81.48,81.9,"F",2004,7,TRUE
"1967",41,NA,105,"F",2008,3,FALSE
"1968",39,99.75,105.4,"F",2004,3,FALSE
"1969",44,110.3,115.3,"F",2001,6,TRUE
"1970",35,98.88,106.2,"F",2004,4,TRUE
"1971",35,100.1,101.7,"F",2005,3,FALSE
"1972",28,74.43,74.65,"F",2001,4,TRUE
"1973",42,NA,92.57,"F",2007,4,TRUE
"1974",54,84.98,86.27,"F",2005,6,TRUE
"1975",31,82.38,88.22,"M",2003,5,TRUE
"1976",55,114.6,116.8,"F",2005,5,TRUE
"1977",37,NA,89.48,"F",2007,3,FALSE
"1978",37,NA,88.05,"M",2008,3,FALSE
"1979",30,94.83,100,"F",2004,6,TRUE
"1980",34,105,110.5,"M",2006,5,TRUE
"1981",41,73.48,78.38,"M",2005,3,FALSE
"1982",45,74.57,74.73,"M",2003,3,FALSE
"1983",59,82.23,82.72,"M",2001,8,TRUE
"1984",36,NA,72.12,"M",2008,3,FALSE
"1985",50,69.5,69.5,"M",2003,4,TRUE
"1986",54,NA,90.6,"M",2008,3,FALSE
"1987",45,NA,94.47,"M",2008,3,FALSE
"1988",41,NA,63.82,"M",2007,4,TRUE
"1989",39,75.17,81.62,"M",2005,5,TRUE
"1990",36,NA,88.07,"F",2008,3,FALSE
"1991",39,113.3,118.8,"F",2005,3,FALSE
"1992",57,94.65,99.9,"F",2001,7,TRUE
"1993",42,NA,91.5,"F",2007,4,TRUE
"1994",37,91.33,95.9,"F",2005,4,TRUE
"1995",58,92.93,95,"M",2001,3,FALSE
"1996",54,78.95,80.08,"M",2002,4,TRUE
"1997",42,126.6,133,"M",2002,3,FALSE
"1998",44,76.03,76.62,"M",2001,6,TRUE
"1999",43,67.92,68.28,"M",2002,5,TRUE
"2000",33,NA,96.95,"M",2008,3,FALSE
"2001",36,91.23,92.07,"F",2001,8,TRUE
"2002",36,78.92,79.88,"F",2006,4,TRUE
"2003",46,86.05,86.43,"F",2005,4,TRUE
"2004",30,96.63,102,"F",2004,3,FALSE
"2005",36,NA,90.35,"F",2008,3,FALSE
"2006",46,84.57,88.87,"F",2005,3,FALSE
"2007",37,63.43,63.62,"M",2001,6,TRUE
"2008",44,NA,88.05,"M",2007,3,FALSE
"2009",53,NA,83.15,"M",2008,3,FALSE
"2010",30,72.53,72.82,"M",2001,7,TRUE
"2011",38,67.4,67.68,"M",2001,3,FALSE
"2012",35,59.72,59.77,"M",2003,4,TRUE
"2013",60,NA,103.9,"M",2007,3,FALSE
"2014",46,95.95,96.77,"M",2001,3,FALSE
"2015",34,NA,86.15,"M",2007,3,FALSE
"2016",45,68.93,70.32,"M",2006,3,FALSE
"2017",40,NA,74.5,"M",2008,3,FALSE
"2018",38,68.55,70.37,"M",2004,3,FALSE
"2019",42,74.2,74.2,"M",2005,3,FALSE
"2020",43,94.57,96.37,"M",2005,3,FALSE
"2021",43,80.4,81.8,"M",2001,4,TRUE
"2022",52,82.13,84.6,"M",2001,4,TRUE
"2023",44,NA,69.58,"M",2007,4,TRUE
"2024",37,NA,77.9,"M",2007,3,FALSE
"2025",29,NA,89.05,"M",2008,3,FALSE
"2026",54,78.15,85.27,"M",2005,5,TRUE
"2027",43,91.33,97.87,"M",2001,4,TRUE
"2028",35,NA,84.2,"M",2007,3,FALSE
"2029",54,96.17,101.8,"M",2004,3,FALSE
"2030",31,67.35,67.9,"M",2001,7,TRUE
"2031",45,110.2,116.4,"M",2005,4,TRUE
"2032",42,90.27,90.27,"M",2004,3,FALSE
"2033",53,84.3,86.42,"M",2004,3,FALSE
"2034",27,NA,59.82,"M",2008,3,FALSE
"2035",30,60.08,60.45,"M",2006,3,FALSE
"2036",27,NA,59.47,"M",2007,3,FALSE
"2037",43,NA,87.68,"M",2008,3,FALSE
"2038",51,71.27,72.62,"M",2006,4,TRUE
"2039",51,73.27,73.57,"M",2005,4,TRUE
"2040",58,74.65,74.93,"M",2002,5,TRUE
"2041",32,77.63,78.22,"M",2002,3,FALSE
"2042",41,84.43,87.2,"M",2005,5,TRUE
"2043",48,NA,98.58,"M",2008,3,FALSE
"2044",50,85.58,86.9,"M",2002,4,TRUE
"2045",43,97.45,109.8,"F",2001,6,TRUE
"2046",29,80.23,86.38,"F",2004,4,TRUE
"2047",32,96.22,103.8,"F",2004,4,TRUE
"2048",50,86.68,88.87,"F",2002,3,FALSE
"2049",33,88.7,93.98,"F",2005,3,FALSE
"2050",49,84.15,86.55,"M",2001,3,FALSE
"2051",40,73.22,73.93,"M",2005,6,TRUE
"2052",36,NA,69.38,"M",2007,4,TRUE
"2053",43,72.98,73.27,"M",2001,6,TRUE
"2054",64,105.3,116.4,"M",2001,3,FALSE
"2055",31,80.68,82.53,"M",2005,4,TRUE
"2056",47,82.27,83.6,"M",2002,4,TRUE
"2057",50,NA,88.33,"M",2008,3,FALSE
"2058",46,95.3,99.32,"F",2006,4,TRUE
"2059",42,108.7,114.9,"F",2005,5,TRUE
"2060",52,98.02,105.1,"F",2006,3,FALSE
"2061",25,110,117.4,"F",2006,4,TRUE
"2062",55,80.03,81.07,"M",2003,4,TRUE
"2063",41,67.5,67.87,"M",2001,8,TRUE
"2064",39,NA,101.4,"F",2008,3,FALSE
"2065",37,88.98,93.33,"M",2004,5,TRUE
"2066",36,62.85,62.97,"M",2001,3,FALSE
"2067",41,69.62,73.38,"M",2006,3,FALSE
"2068",36,94.13,96.82,"M",2003,4,TRUE
"2069",30,105.2,110.4,"F",2005,3,FALSE
"2070",39,NA,67.85,"M",2008,3,FALSE
"2071",50,107.8,113.2,"M",2003,5,TRUE
"2072",60,94.05,95.73,"M",2003,7,TRUE
"2073",50,84.15,86.87,"M",2004,5,TRUE
"2074",34,80.02,81.05,"M",2002,5,TRUE
"2075",31,92.33,95.38,"F",2005,4,TRUE
"2076",49,NA,69.18,"M",2008,3,FALSE
"2077",52,79.08,79.77,"M",2004,6,TRUE
"2078",46,76.55,77.23,"M",2002,6,TRUE
"2079",32,91.15,94.22,"M",2003,3,FALSE
"2080",45,67.88,68.22,"M",2001,5,TRUE
"2081",50,81.87,84.08,"M",2001,3,FALSE
"2082",59,NA,79.02,"M",2008,3,FALSE
"2083",48,67.55,68.23,"M",2001,4,TRUE
"2084",55,97.75,98.45,"M",2002,7,TRUE
"2085",39,NA,115.2,"F",2008,3,FALSE
"2086",32,101.4,106.9,"F",2003,5,TRUE
"2087",37,90.8,92.03,"F",2002,4,TRUE
"2088",33,89.4,95.8,"F",2004,5,TRUE
"2089",26,99.83,102,"F",2002,3,FALSE
"2090",34,NA,68.53,"F",2007,3,FALSE
"2091",26,133.9,141.7,"F",2004,3,FALSE
"2092",35,98.15,104.6,"F",2004,5,TRUE
"2093",37,69.57,70.5,"F",2004,4,TRUE
"2094",30,88.38,93.22,"F",2001,5,TRUE
"2095",29,88.22,89.33,"F",2005,3,FALSE
"2096",32,78.48,79.08,"F",2004,3,FALSE
"2097",36,NA,90.15,"F",2007,3,FALSE
"2098",30,96.22,99.73,"F",2004,3,FALSE
"2099",31,NA,94.42,"F",2007,4,TRUE
"2100",28,NA,84.58,"F",2008,3,FALSE
"2101",31,89.12,95.42,"F",2005,5,TRUE
"2102",25,96.08,97.88,"F",2006,5,TRUE
"2103",31,82.65,84.13,"F",2002,4,TRUE
"2104",45,91.73,93.53,"M",2005,4,TRUE
"2105",39,NA,77.32,"M",2008,3,FALSE
"2106",37,81.88,83.4,"M",2005,4,TRUE
"2107",84,114,114.2,"F",2002,6,TRUE
"2108",35,82.98,84.78,"F",2006,3,FALSE
"2109",32,96.72,97.17,"F",2001,4,TRUE
"2110",51,NA,99.7,"F",2008,3,FALSE
"2111",40,92.95,94.58,"F",2002,6,TRUE
"2112",55,95.22,100.8,"F",2004,5,TRUE
"2113",28,123.9,131.4,"F",2005,3,FALSE
"2114",36,NA,73.58,"F",2007,4,TRUE
"2115",28,102.4,109.4,"F",2006,3,FALSE
"2116",40,71.9,71.95,"F",2006,5,TRUE
"2117",37,82.83,86.22,"F",2003,3,FALSE
"2118",34,98.62,99.7,"F",2002,5,TRUE
"2119",33,87.85,92.67,"F",2004,5,TRUE
"2120",46,103,108.8,"F",2002,5,TRUE
"2121",52,103.3,106.9,"F",2005,6,TRUE
"2122",50,87.67,90.25,"M",2006,3,FALSE
"2123",51,79.93,81.8,"M",2003,5,TRUE
"2124",33,67.72,67.72,"M",2005,3,FALSE
"2125",80,164.6,164.6,"M",2001,3,FALSE
"2126",38,79.8,81.93,"M",2002,4,TRUE
"2127",75,NA,92.82,"M",2007,4,TRUE
"2128",51,86,90.75,"M",2006,4,TRUE
"2129",49,87.88,91.33,"M",2002,5,TRUE
"2130",64,NA,143.5,"M",2007,3,FALSE
"2131",31,102.8,108.3,"F",2003,3,FALSE
"2132",24,NA,97.3,"F",2007,4,TRUE
"2133",40,67.97,68.35,"F",2003,5,TRUE
"2134",30,114.2,122,"F",2004,3,FALSE
"2135",32,81.63,82.37,"F",2003,5,TRUE
"2136",35,100.4,102.8,"F",2003,4,TRUE
